통계표,계정항목,단위,변환,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"1.3.3.2.1. 예금은행 대출금리(신규취급액 기준)","      주택담보대출","연리%","원자료","5.64","6.34","7.00","5.54","5.00","4.92","4.63","3.86","3.55","3.03","2.91","3.27","3.39","2.74","2.50","2.94","4.24","4.37","3.90"
