대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,신구대장구분코드,신구대장구분코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),주용도코드,주용도코드명,기타용도,세대수(세대),가구수(가구),주건축물수,부속건축물수,부속건축물면적(㎡),총주차수,옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자
경기도 수원시 영통구 매탄동 209-62번지,41117,10100,0,0209,0062,10841236947,1,일반,1,총괄표제부,,,경기도 수원시 영통구 매원로 24 (매탄동),,,,,4,411173177004,10101,0,24,0,277.5,141.74,51.08,496.44,369.7,133.23,01000,단독주택,"단독주택,근린생활시설",0,1,2,0,0,1,0,0,0,0,0,0,1,11.5,19920924,19920925,19930716,92  ,3750028,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 249-12번지,41117,10100,0,0249,0012,10841100294873,1,일반,1,총괄표제부,1,신대장,,삼성전기 기숙사,,,,0,,,0,,,17888,1211.94,6.78,12618.28,10890.04,60.88,02000,공동주택,공동주택(기숙사),0,0,2,0,0,234,0,0,0,0,0,0,234,2691,20130816,20131001,20140122,2013,5610006,건축과,1102,1102,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 250-1번지,41117,10100,0,0250,0001,10841100248168,1,일반,1,총괄표제부,1,신대장,,삼성전기(주) 기숙사,,,,0,,,0,0,0,10225,2875.52,28.12,17141.33,13491.62,131.95,02000,공동주택,기숙사,0,0,3,0,0,46,0,0,0,0,0,0,2,33,20111117,20111128,20120116,2011,3740194,주택건축과,1102,1102,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 296-4번지,41117,10100,0,0296,0004,10841236916,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 매영로 142 (매탄동),,,,,1,411173177003,10101,0,142,0,4232.6,2265.52,53.53,5466.65,4385.15,103.6,20000,자동차관련시설,"자동차관련시설,사무실",0,0,5,0,0,29,0,0,0,0,0,0,29,334.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 314번지,41117,10100,0,0314,0000,10841236937,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 매영로 150 (매탄동),삼성전기(주),,,,1,411173177003,10101,0,150,0,184865.1,63473.66,34.34,206094.33,189520.43,102.52,17000,공장,,0,0,37,0,0,1153,0,0,0,0,0,0,1153,0,,,,,,,,,0,,0,0,2,68.7,,0,20251104
경기도 수원시 영통구 매탄동 327-2번지,41117,10100,0,0327,0002,10841100258574,1,일반,1,총괄표제부,1,신대장,,삼성전기(주),,,,4,,,0,0,0,17694,2827.21,15.98,3605.39,3465.39,19.59,14000,업무시설,"외2(제1,2종근린생활시설)",0,0,6,0,0,198,0,0,0,0,0,0,198,2277,20111212,20120118,20120629,2011,3740194,주택건축과,1102,1102,0,,0,0,,0,,0,20240703
경기도 수원시 영통구 매탄동 378-10번지,41117,10100,0,0378,0010,10841100335057,1,일반,1,총괄표제부,1,신대장,,L-1 물류센터,,,,9,,,0,0,0,38228,5929.59,15.51,7807.92,7741.85,20.25,18000,창고시설,창고시설(창고),0,0,3,2,181.54,42,0,0,0,0,0,0,42,483,20141124,20141211,20150917,2014,3740282,건축과,1102,1102,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 385-4번지,41117,10100,0,0385,0004,10841100366486,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,1416,584.38,41.27,584.38,584.38,41.27,20000,자동차관련시설,자동차관련시설(정비공장),0,0,2,0,0,3,0,0,0,0,0,0,3,34.5,20131211,,20140905,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 398-3번지,41117,10100,0,0398,0003,10841100369907,1,일반,1,총괄표제부,1,신대장,,매탄동 상가,,,,1,,,0,0,0,261,129.53,49.63,607.13,607.13,232.62,04000,제2종근린생활시설,근린생활시설,0,0,0,0,0,4,0,0,0,0,0,0,4,0,20090211,20100315,20101231,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 408-3번지,41117,10100,0,0408,0003,10841236914,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 신원로283번길 36 (매탄동),,,,,3,411174331119,10101,0,36,0,758,452.86,59.74,1087.72,1029.3,135.79,17000,공장,공장,0,0,2,0,0,4,0,0,0,0,0,0,4,46,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 414-26번지,41117,10100,0,0414,0026,10841236925,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 삼성로 182-7 (매탄동),,,,,0,411173177009,10101,0,182,7,433,150.77,34.82,150.77,150.77,34.82,01000,단독주택,단독주택,0,0,3,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 416번지,41117,10100,0,0416,0000,10841236951,1,일반,1,총괄표제부,1,신대장,,삼성전자(주),,,,21,,,0,,,940392,239728.93,25.49,1196642.56,812158.14,86.36,17000,공장,"외3(교육연구시설-연구소,문화및집회시설,근린생활시설",0,0,84,0,0,8247,0,0,0,0,5354,0,2780,0,,,,,,,,,0,1+,245.7,0,2,71.98,,0,20250623
경기도 수원시 영통구 매탄동 489-2번지,41117,10100,0,0489,0002,10841100464873,1,일반,1,총괄표제부,1,신대장,,매탄동 489-2 공장 (한주원),,,,0,,,0,,,1869,1120.69,59.96,3561.73,3374.39,180.55,17000,공장,,0,0,3,0,0,16,0,0,0,0,7,0,9,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 495-7번지,41117,10100,0,0495,0007,10841100324488,1,일반,1,총괄표제부,1,신대장,,수원자동차검사소,,,,0,,,0,,,5270,1165.69,22.12,1335.51,1335.51,25.34,20000,자동차관련시설,자동차관련시설,0,0,2,1,65.78,13,0,0,0,0,0,0,13,159.5,,,19830614,,5610006,건축과,1102,1102,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 510-14번지,41117,10100,0,0510,0014,10841236952,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 영통로323번길 39 (매탄동),,,,,0,411174331142,10101,0,39,0,186,105.09,56.5,157.72,157.72,84.79,04000,제2종근린생활시설,"제2종근린생활시설,자동차관련시설",0,0,3,0,0,0,0,0,0,0,0,0,0,0,20040907,20040913,20041026,2004,5610006,건축과,1201,1201,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 512-1번지,41117,10100,0,0512,0001,10841100228266,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 영통로323번길 2 (매탄동),,,,,2,411174331142,10101,0,2,,2336,1389.81,59.5,4452.35,4452.35,190.6,17000,공장,공장,0,0,2,0,0,20,0,0,0,0,0,0,20,230.4,20101027,20101210,20110630,2010,3740146,도시경관과,1102,1102,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 520-1번지,41117,10100,0,0520,0001,10841236851,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 신원로250번길 32 (매탄동),(주)이라이콤공장,,,,0,411174331117,10101,0,32,0,10482,3076.75,29.35,8125.56,7641.99,72.91,17000,공장,공장,0,0,5,0,0,25,0,0,0,0,0,0,25,289.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 520-7번지,41117,10100,0,0520,0007,10841236906,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 영통로331번길 22 (매탄동),(주)이라이콤 공장,,,,1,411174331143,10101,0,22,0,3342,2002.22,59.91,6792.42,6779.12,202.85,17000,공장,공장,0,0,3,1,69.31,34,0,0,0,0,0,0,34,391,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 528번지,41117,10100,0,0528,0000,10841236852,1,일반,1,총괄표제부,0,구대장,경기도 수원시 영통구 영통로 337 (매탄동),,,,,0,411173177018,10101,0,337,0,2776,1619.61,58.34,1637.25,1637.25,58.98,17000,공장,"일반공장, 자동차관련시설",0,0,3,1,17.64,8,0,0,0,0,0,0,8,92,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 551-2번지,41117,10100,0,0551,0002,10841236854,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 신원로 196 (매탄동),,,,,0,411173177010,10101,0,196,0,1587,708.86,44.67,708.66,660.66,41.63,20000,자동차관련시설,"창고, 공장, 자동차관련시설",0,0,3,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 553-1번지,41117,10100,0,0553,0001,10841236939,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 신원로198번길 33 (매탄동),,,,,0,411174331113,10101,0,33,0,3910,2230.44,57.04,3771.67,3736.67,95.57,17000,공장,제1종근린생활시설,0,0,7,0,0,21,0,0,0,0,0,0,21,252.5,19931029,19931110,19940131,,,,,,0,,0,61.4,,0,,0,20220909
경기도 수원시 영통구 매탄동 553-7번지,41117,10100,0,0553,0007,10841236923,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 신원로198번길 38 (매탄동),,,,,1,411174331113,10101,0,38,0,823,383.1,46.55,917.05,887.8,107.87,17000,공장,공장,0,0,4,0,0,5,0,0,0,0,0,0,5,57.5,20050428,20050513,20050728,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 554-4번지,41117,10100,0,0554,0004,10841100173345,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 신원로198번길 47-11 (매탄동),,,,,1,411174331113,10101,0,47,11,457,272.52,59.63,297.72,272.52,59.63,18000,창고시설,창고시설,0,0,2,1,4.32,0,0,0,0,0,0,0,0,0,19890916,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 554-11번지,41117,10100,0,0554,0011,10841236855,1,일반,1,총괄표제부,0,구대장,경기도 수원시 영통구 신원로198번길 15-1 (매탄동),,,,,0,411174331113,10101,0,15,1,1248.5,546.8,43.8,724.6,724.6,58.04,17000,공장,공장,0,0,2,0,0,1,0,0,0,0,0,0,1,11.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 555-1번지,41117,10100,0,0555,0001,10841236966,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 신원로 210 (매탄동),,,,,0,411173177010,10101,0,210,0,2242,1452.48,64.79,1452.48,1452.48,64.79,20000,자동차관련시설,자동차관련시설,0,0,3,0,0,0,0,0,0,0,0,0,7,93,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 560번지,41117,10100,0,0560,0000,10841100255975,1,일반,1,총괄표제부,1,신대장,,,,,,13,,,0,,,440375.4,142046.75,32.26,446859.34,310921.11,70.6,10000,교육연구시설,"외5(위험물저장및처리시설,공장,노유자시설,근린생활시설,방송통신시설)",0,0,67,0,0,7421,0,0,0,0,4768,0,2541,0,20091105,20091118,20101112,,,,,,0,,0,0,,0,,0,20250911
경기도 수원시 영통구 매탄동 647-4번지,41117,10100,0,0647,0004,10841100227831,1,일반,1,총괄표제부,1,신대장,,삼성전자(주) 북문,,,,0,,,0,,,1316,133.26,10.13,124.76,124.76,9.48,04000,제2종근린생활시설,제2종근린생활시설(사무소),0,0,2,0,0,0,0,0,0,0,0,0,0,0,20101224,20110210,20110531,2011,5610006,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 649-2번지,41117,10100,0,0649,0002,10841100342620,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 동탄원천로 992 (매탄동),동수원 변전소,,,,2,411173012002,10101,0,992,,22684,1148.38,5.06,1753.74,1419.26,6.26,03000,제1종근린생활시설,제1종근린생활시설(변전소),0,0,5,0,0,14,0,0,0,0,0,0,0,0,19790428,,19800808,,,,,,0,,0,0,,0,,0,20230926
경기도 수원시 영통구 매탄동 810번지,41117,10100,0,0810,0000,10841236869,2,집합,1,총괄표제부,0,구대장,경기도 수원시 영통구 매영로 10 (매탄동),삼성아파트,,,,0,411173177003,10101,0,10,,24959.4,5620.35,22.52,62510.56,57040.76,228.53,02000,공동주택,"공동주택, 근린생활시설, 어린이집, 판매시설",624,0,8,3,857.84,299,0,0,0,0,0,0,254,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 810-1번지,41117,10100,0,0810,0001,10841236870,2,집합,1,총괄표제부,0,구대장,경기도 수원시 영통구 동수원로 448 (매탄동),현대아파트,,,,0,411173175016,10101,0,448,,31149.6,5403.62,17.35,73999.34,68308.62,219.29,02000,공동주택,공동주택[아파트],690,0,7,5,1714.66,301,0,0,0,0,0,0,301,8239.25,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 810-2번지,41117,10100,0,0810,0002,10841236808,2,집합,1,총괄표제부,0,구대장,경기도 수원시 영통구 동수원로 432 (매탄동),동남아파트,,,,0,411173175016,10101,0,432,0,29190.5,5374.8,18.41,68071.83,63237.03,216.64,02000,공동주택,"공동주택, 근린생활시설, 보육시설, 생활편익시설, 종교시설, 판매시설",892,0,7,2,18.24,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 811번지,41117,10100,0,0811,0000,10841100225199,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 매탄로 185 (매탄동),,,,,0,411173175019,10101,0,185,0,59939.9,2003.98,3.34,9546.36,3287.71,5.49,13000,운동시설,"운동시설, 제1종근린생활시설,자동차관련시설",0,0,3,0,0,0,0,0,0,0,223,5779.26,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 834-1번지,41117,10100,0,0834,0001,10841236943,1,일반,1,총괄표제부,,,경기도 수원시 영통구 매탄로168번길 33 (매탄동),,,,,1,411174331074,10101,0,33,0,739,243.16,32.9,737.54,588.8,79.68,01000,단독주택,"단독주택, 제1,2종근린생활시설",0,4,2,0,0,5,0,0,0,0,0,0,5,57.5,19950428,19950502,19951024,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 834-5번지,41117,10100,0,0834,0005,10841100419693,2,집합,1,총괄표제부,1,신대장,경기도 수원시 영통구 산남로 8-5 (매탄동),THE 이끌림,,,,0,411173177008,10101,0,8,5,629,334.66,53.21,1164.09,1164.09,185.07,02000,공동주택,"공동주택(다세대주택),근린생활시설",16,0,2,0,0,16,0,0,0,0,0,0,16,184.7,20180423,20180510,20181130,2018,5610006,건축과,1101,1101,1,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 834-67번지,41117,10100,0,0834,0067,10841100343100,2,집합,1,총괄표제부,1,신대장,,해가든다원,,,,0,,,0,,,684,342.65,50.09,1176.5,1176.5,172,02000,공동주택,"공동주택(다세대주택), 제1종근린생활시설",20,0,2,0,0,19,0,0,0,0,0,0,19,214.7,20150723,20150805,20160328,2015,5610006,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 873번지,41117,10100,0,0873,0000,10841236809,2,집합,1,총괄표제부,0,구대장,경기도 수원시 영통구 인계로 254 (매탄동),효원빌라,,,,0,411173176010,10101,0,254,0,4174.4,2371.2,56.8,9405.24,5883.71,140.95,02000,공동주택,"연립주택, 부대복리시설",58,0,3,0,0,45,0,0,0,0,44,2155.58,1,11.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 898번지,41117,10100,0,0898,0000,10841236857,1,일반,1,총괄표제부,0,구대장,경기도 수원시 영통구 인계로189번길 83 (매탄동),동수원초등학교,,,,0,411174331158,10101,0,83,0,12656.4,2449.38,19.35,9768.34,9676.54,76.46,10000,교육연구시설,교육연구시설(초등학교),0,0,2,4,149.03,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 923-5번지,41117,10100,0,0923,0005,10841236858,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 동수원로 400 (매탄동),,,,,0,411173175016,10101,0,400,0,196,111.92,57.1,111.92,111.92,57.1,01000,단독주택,"단독주택, 제1,2종근린생활시설",0,2,2,1,2.7,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 923-7번지,41117,10100,0,0923,0007,10841236859,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 동수원로 402 (매탄동),,,,,0,411173175016,10101,0,402,,191,106.44,55.73,106.44,106.44,55.73,03000,제1종근린생활시설,"제1종근린생활시설, 제2종근린생활시설",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 946번지,41117,10100,0,0946,0000,10841236860,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 매탄로 139 (매탄동),매탄초등학교,,,,0,411173175019,10101,0,139,0,14707,3257.74,22.15,10499.98,10376.64,70.56,Z8000,교육연구및복지시설,교육연구시설(초등학교),0,0,3,3,51.4,0,0,0,0,0,0,0,44,506,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 1154번지,41117,10100,0,1154,0000,10841236917,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 동수원로 336 (매탄동),효원고등학교,,,,0,411173175016,10101,0,336,0,14419.4,3417.59,23.701332,13097.235,12679.25,87.931883,10000,교육연구시설,교육연구시설,0,0,3,4,287.85,66,0,0,0,0,0,0,66,769,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 1155번지,41117,10100,0,1155,0000,10841236861,1,일반,1,총괄표제부,0,구대장,경기도 수원시 영통구 효원로358번길 16 (매탄동),효원초등학교,,,,0,411174331187,10101,0,16,0,10908.4,2250.54,20.63,6829.15,6743.65,61.82,10000,교육연구시설,교육연구시설,0,0,2,4,87.22,22,0,0,0,0,0,0,22,253,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 1162번지,41117,10100,0,1162,0000,10841236932,2,집합,1,총괄표제부,1,신대장,경기도 수원시 영통구 동수원로 316 (매탄동),임광아파트,,,,0,411173175016,10101,0,316,,56919.9,10872.47,19.1,141454.38,129778.31,232.41,02000,공동주택,공동주택[아파트],1320,0,11,0,0,1040,0,0,0,0,0,0,649,9427.09,,,,,,,,,0,,0,0,,0,,0,20241023
경기도 수원시 영통구 매탄동 1196번지,41117,10100,0,1196,0000,10841100349140,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 매봉로 52 (매탄동),수원영통경찰서,,,,0,411173177001,10101,0,52,,11429.4,3021.22,26.43,8616.61,7596.48,66.46,14000,업무시설,업무시설(공공업무시설),0,0,3,0,0,139,0,0,0,0,0,0,139,1598.5,19920416,,19930906,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 1199번지,41117,10100,0,1199,0000,10841236810,2,집합,1,총괄표제부,0,구대장,경기도 수원시 영통구 동탄원천로1109번길 42 (매탄동),성일아파트,,,,1,411174331025,10101,0,42,,32218,6918.41,21.47,61462.91,56041.56,173.94,02000,공동주택,"아파트, 상가, 유치원",850,0,9,2,774,346,0,0,0,0,0,0,346,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 영통구 매탄동 1200번지,41117,10100,0,1200,0000,10841236942,1,일반,1,총괄표제부,1,신대장,경기도 수원시 영통구 동탄원천로1109번길 92 (매탄동),동수원중학교,,,,0,411174331025,10101,0,92,,11033.4,3135.44,28.42,9295.91,9211.54,83.49,10000,교육연구시설,교육연구시설,0,0,2,4,395.07,38,0,0,0,0,0,0,38,437,,,19960314,,,,,,0,,0,0,,0,,0,20241011
