대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,신구대장구분코드,신구대장구분코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),주용도코드,주용도코드명,기타용도,세대수(세대),가구수(가구),주건축물수,부속건축물수,부속건축물면적(㎡),총주차수,옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자
경기도 수원시 장안구 파장동 16번지,41111,12900,0,0016,0000,1000000000000005500521,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로1220번길 30-97 (파장동),파장정수장,,,,0,411114322017,12901,,30,97,0,0,0,0,0,0,03000,제1종근린생활시설,정수장,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20250410
경기도 수원시 장안구 파장동 23-5번지,41111,12900,0,0023,0005,1000000000000000739369,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로1220번길 46 (파장동),북부버스차고지,,,,1,411114322017,12901,0,46,,10178,549.45,5.4,2034.5,725.75,7.13,20000,자동차관련시설,자동차관련시설,0,0,2,2,147.65,148,0,0,0,0,49,1123.56,99,2323.2,,,,,,,,,0,,0,0,,0,,0,20221207
경기도 수원시 장안구 파장동 43-1번지,41111,12900,0,0043,0001,10841100477071,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1246 (파장동),수안 주유소,,,,0,411112012008,12901,0,1246,,3516,686.74,19.53,880.98,880.98,25.06,19000,위험물저장및처리시설,주유소,0,0,3,0,0,3,0,0,0,0,0,0,3,37.5,20210512,20210817,20211203,2021,3750028,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 43-13번지,41111,12900,0,0043,0013,1084154,1,일반,1,총괄표제부,0,구대장,경기도 수원시 장안구 경수대로 1238 (파장동),수안LPG충전소,,,,0,411112012008,12901,0,1238,,1008,189.05,18.75,247.67,247.67,24.57,04000,제2종근린생활시설,"위험물저장 및 처리시설(액화석유가스충전소), 근린생활시설",0,0,3,0,0,1,0,0,0,0,0,0,1,11.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 85번지,41111,12900,0,0085,0000,10841381,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로1220번길 23 (파장동),(주)크라운제과,,,,1,411114322017,12901,0,23,,5839,2252.43,38.58,3939.53,3939.53,67.46,03000,제1종근린생활시설,"제1종근린생활시설,2종근린생활시설/창고시설",0,0,4,0,0,23,0,0,0,0,0,0,23,264.5,19990710,,20000125,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 90-1번지,41111,12900,0,0090,0001,10841100219039,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로1220번길 24 (파장동),,,,,0,411114322017,12901,0,24,,350,120.94,34.55,193.13,193.13,55.18,04000,제2종근린생활시설,제조업소,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20250416
경기도 수원시 장안구 파장동 102-3번지,41111,12900,0,0102,0003,10841100173945,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로1220번길 30-26 (파장동),,,,,0,411114322017,12901,0,30,26,1444,282.87,19.59,359.97,359.97,24.93,19000,위험물저장및처리시설,위험물저장및처리시설,0,0,2,0,0,4,0,0,0,0,0,0,4,46,19990814,20000526,20000824,,3750028,건축과,1102,1102,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 126번지,41111,12900,0,0126,0000,10841387,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1196-12 (파장동),,,,,2,411112012008,12901,0,1196,12,2316,334.22,14.43,526.67,526.67,22.74,20000,자동차관련시설,자동차관련시설,0,0,2,0,0,5,0,0,0,0,0,0,5,57.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 127-1번지,41111,12900,0,0127,0001,10841413,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1184 (파장동),,,,,0,411112012008,12901,0,1184,,3160,292.15,9.25,292.15,292.15,9.25,19000,위험물저장및처리시설,위험물저장및처리시설,0,0,2,0,0,5,0,0,0,0,0,0,5,62.5,20031024,20040212,20050408,2003,3750028,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 130번지,41111,12900,0,0130,0000,1084156,1,일반,1,총괄표제부,0,구대장,경기도 수원시 장안구 경수대로 1196 (파장동),,,,,0,411112012008,12901,0,1196,,415,70.52,16.99,101.68,101.68,24.5,19000,위험물저장및처리시설,위험물저장및 처리시설,0,0,3,2,31.16,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 181번지,41111,12900,0,0181,0000,10841407,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1150 (파장동),,,,,0,411112012008,12901,0,1150,,68972,2336.45,3.39,5211.53,3306.12,4.79,10000,교육연구시설,교육연구및복지시설,0,0,5,0,0,272,0,0,0,0,0,0,272,0,19820331,,19831110,1982,3750028,건축과,5100,5100,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 184번지,41111,12900,0,0184,0000,10841100217900,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1150 (파장동),경기도인재개발원,,,,6,411112012008,12901,0,1150,,40836,7030.99,17.2,23124.1,21552.36,52.77,10000,교육연구시설,교육연구 및 복지시설,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19760817,,19800723,,,,,,0,,0,0,,0,,0,20240903
경기도 수원시 장안구 파장동 190번지,41111,12900,0,0190,0000,10841100353780,1,일반,1,총괄표제부,1,신대장,,국세공무원교육원,,,,9,,,0,,,0,2131.13,0,6399.52,6091.05,0,10000,교육연구시설,교육연구및복지시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19820616,,19830808,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 199번지,41111,12900,0,0199,0000,1084166,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 수일로 26 (파장동),궁전아파트,,,,2,411113174007,12901,0,26,,0,1378.14,0,7941.84,6629.1,0,02000,공동주택,공동주택(아파트),130,0,3,1,14,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 207번지,41111,12900,0,0207,0000,1084167,2,집합,1,총괄표제부,1,신대장,,이화빌라,,,,0,,,0,,,465,276.54,59.47,1130.51,998.18,214.66,02000,공동주택,다세대주택,16,0,2,0,0,7,0,0,0,0,4,116.88,3,34.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 208-4번지,41111,12900,0,0208,0004,1084168,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 수일로16번길 1 (파장동),한성빌라,,,,0,411114322184,12901,0,1,,381,198.94,52.22,795.76,596.82,156.65,02000,공동주택,공동주택(다세대주택),16,16,2,0,0,4,0,0,0,0,0,0,4,46,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 211-1번지,41111,12900,0,0211,0001,1084169,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로1090번길 26 (파장동),동산빌라,,,,0,411114322014,12901,0,26,,467.24,207.49,44.41,780.34,632.35,135.34,02000,공동주택,공동주택,15,0,2,0,0,1,0,0,0,0,0,0,1,11.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 212-5번지,41111,12900,0,0212,0005,1084170,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1102 (파장동),,,,,0,411112012008,12901,0,1102,,0,1704.66,0,19395.35,18223.68,0,02000,공동주택,공동주택(아파트),220,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 212-6번지,41111,12900,0,0212,0006,10841100452051,2,집합,1,총괄표제부,1,신대장,,대명파크빌,,,,0,,,0,,,722,416.41,57.67,1318.7,1318.7,182.65,02000,공동주택,단지형다세대주택,23,0,2,0,0,24,0,0,0,0,0,0,24,290.18,20200109,20200210,20200821,2020,3750028,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 212-17번지,41111,12900,0,0212,0017,1084171,2,집합,1,총괄표제부,1,신대장,,동방빌라,,,,0,,,0,,,0,263.52,0,1263.69,1003.77,0,02000,공동주택,공동주택(다세대주택),19,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 281번지,41111,12900,0,0281,0000,1084172,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장천로 57 (파장동),익주아파트,,,,0,411113174019,12901,0,57,0,2811,796.127,28.32,9940.7,7836.31,278.77,02000,공동주택,"공동주택, 생활편익시설",81,0,2,0,0,84,0,0,0,0,56,1882.915,28,322,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 317번지,41111,12900,0,0317,0000,1000000000000000394010,1,일반,1,총괄표제부,1,신대장,,기쁜소식수원교회,,,,0,,,0,,,5867.5,1481.8,19.46,4736.01,3993.16,68.06,06000,종교시설,교회,0,0,2,0,0,52,0,0,0,0,0,0,52,638.8,20210916,20211013,20221026,2021,3740282,건축과,1102,1102,0,,0,0,,0,,0,20221031
경기도 수원시 장안구 파장동 322-5번지,41111,12900,0,0322,0005,1084149,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장천로 109 (파장동),,,,,1,411113174019,12901,0,109,,1561,223.92,14.34,310.8,310.8,19.91,04000,제2종근린생활시설,제2종근린생활시설,0,0,2,0,0,3,0,0,0,0,0,0,3,36,20050621,20050906,20070201,2005,3750028,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 384-1번지,41111,12900,0,0384,0001,1084173,2,집합,1,총괄표제부,1,신대장,,거송하이츠빌라,,,,0,,,0,,,718.32,342.72,47.71,1310.04,1034.28,143.99,02000,공동주택,공동주택(다세대주택),19,0,2,0,0,9,0,0,0,0,0,0,9,103.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 386-1번지,41111,12900,0,0386,0001,1084174,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장천로58번길 23 (파장동),청수연립,,,,0,411114322395,12901,0,23,0,0,778.15,0,1771.96,1556.3,0,02000,공동주택,공동주택(연립주택),26,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 399-2번지,41111,12900,0,0399,0002,1084175,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 수일로 74-1 (파장동),오룡스카이빌라,,,,0,411113174007,12901,0,74,1,0,206.88,0,1025.85,818.97,0,02000,공동주택,공동주택(다세대주택),19,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 409-1번지,41111,12900,0,0409,0001,1084176,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 수일로 88 (파장동),장원빌라,,,,0,411113174007,12901,0,88,,773,333.48,43.14,1310.49,1104.3,142.85,02000,공동주택,공동주택(다세대주택),19,0,2,0,0,9,0,0,0,0,0,0,9,103.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 414번지,41111,12900,0,0414,0000,1084177,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 수일로 93 (파장동),기준주택,,,,0,411113174007,12901,0,93,,693,245.45,35.42,820.27,714.92,103.16,02000,공동주택,공동주택(다세대주택),11,0,2,0,0,7,0,0,0,0,0,0,7,80.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 414-6번지,41111,12900,0,0414,0006,1084178,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 수일로 96 (파장동),기준빌라,,,,0,411113174007,12901,0,96,,655,252.24,38.51,1178.88,942.72,143.93,02000,공동주택,공동주택(다세대주택),19,0,2,0,0,8,0,0,0,0,0,0,8,11.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 414-11번지,41111,12900,0,0414,0011,1084179,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 수일로 98 (파장동),기준빌라,,,,0,411113174007,12901,0,98,,567,250.18,44.12,1179.36,942.72,166.26,02000,공동주택,공동주택(다세대주택),19,0,2,0,0,8,0,0,0,0,0,0,8,92,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 470번지,41111,12900,0,0470,0000,10841388,2,집합,1,총괄표제부,0,구대장,경기도 수원시 장안구 파장천로44번길 33 (파장동),화남아파트,,,,0,411114322393,12901,0,33,,0,1520.38,0,17007.64,14792,0,02000,공동주택,"공동주택(아파트), 근린생활시설",203,0,2,1,72.76,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 495-49번지,41111,12900,0,0495,0049,1084158,1,일반,1,총괄표제부,0,구대장,경기도 수원시 장안구 만석로159번길 40 (파장동),,,,,0,411114322086,12901,0,40,,129,76.63,59.4,133.79,133.79,103.71,03000,제1종근린생활시설,"단독주택, 근린생활시설",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 555-24번지,41111,12900,0,0555,0024,1084114,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 이목로74번길 17 (파장동),,,,,0,411114322236,12901,0,17,,2214.9,834.34,37.67,923.07,923.07,41.68,03000,제1종근린생활시설,소매점,0,0,3,0,0,20,0,0,0,0,0,0,20,235,20070323,20070406,20070711,2007,3750028,건축과,1101,1101,0,,0,0,,0,,0,20250418
경기도 수원시 장안구 파장동 558-16번지,41111,12900,0,0558,0016,1084184,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로100번길 34 (파장동),목화빌라,,,,0,411114322371,12901,0,34,,494,220.57,44.65,888.12,671.64,135.96,02000,공동주택,공동주택(다세대주택),16,0,2,0,0,6,0,0,0,0,0,0,6,69,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 560번지,41111,12900,0,0560,0000,1084185,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로110번길 12-5 (파장동),노송아파트,,,,1,411114322372,12901,0,12,5,0,1510.56,0,9040.32,7552.8,0,02000,공동주택,공동주택(아파트),140,0,2,1,21,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 569-3번지,41111,12900,0,0569,0003,1084186,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로110번길 17 (파장동),화남아파트,,,,2,411114322372,12901,0,17,0,0,1262.32,0,8797.12,7573.92,0,02000,공동주택,공동주택(아파트),120,0,2,1,54,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 571-13번지,41111,12900,0,0571,0013,1084187,2,집합,1,총괄표제부,1,신대장,,영남빌라,,,,0,,,0,,,0,201.8,0,781.76,588.44,0,02000,공동주택,공동주택(다세대주택),16,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 571-14번지,41111,12900,0,0571,0014,1084188,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로110번길 12-8 (파장동),한신빌라,,,,0,411114322372,12901,0,12,8,383.4,205.76,53.67,798.88,594.2,154.98,02000,공동주택,공동주택(다세대주택),16,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 571-15번지,41111,12900,0,0571,0015,1084189,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로100번길 13-11 (파장동),"궁전빌라,동방빌라",,,,0,411114322371,12901,0,13,11,383.5,212.24,55.34,829.12,616.88,160.86,02000,공동주택,공동주택(다세대주택),16,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 571-16번지,41111,12900,0,0571,0016,1084190,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로100번길 13-7 (파장동),동방빌라,,,,0,411114322371,12901,0,13,7,0,211.28,0,845.12,633.84,0,02000,공동주택,공동주택(다세대주택),16,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 571-17번지,41111,12900,0,0571,0017,10841390,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로100번길 13-3 (파장동),궁전맨션,,,,0,411114322371,12901,0,13,3,0,233.95,0,1053.58,830.52,0,02000,공동주택,공동주택(다세대주택),18,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 572-41번지,41111,12900,0,0572,0041,1084159,1,일반,1,총괄표제부,0,구대장,경기도 수원시 장안구 파장로88번길 2 (파장동),,,,,0,411114322384,12901,0,2,0,210.2,199.99,95.14,300.81,277.01,131.78,01000,단독주택,"단독주택, 근린생활시설",0,3,3,1,0.99,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 574번지,41111,12900,0,0574,0000,1084160,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로1081번길 32-9 (파장동),파장초등학교,,,,1,411114322013,12901,0,32,9,21499.1,5143.72,23.93,13469.54,13212.36,61.46,10000,교육연구시설,교육연구시설(초등학교),0,0,5,1,9,67,0,0,0,0,0,0,67,0,,,,,,,,,0,,0,0,,0,,0,20251013
경기도 수원시 장안구 파장동 576-2번지,41111,12900,0,0576,0002,1084161,1,일반,1,총괄표제부,0,구대장,경기도 수원시 장안구 경수대로 1075 (파장동),,,,,0,411112012008,12901,0,1075,,582,231,39.69,296.4,296.4,50.93,20000,자동차관련시설,"자동차관련시설, 제2종근린생활시설",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 579-27번지,41111,12900,0,0579,0027,1084162,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로76번길 23 (파장동),,,,,0,411114322381,12901,0,23,,306.6,199.81,65.17,467.13,434.73,141.79,04000,제2종근린생활시설,"제2종근린생활시설, 단독주택",0,4,2,0,0,2,0,0,0,0,0,0,2,23,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 582-3번지,41111,12900,0,0582,0003,108417,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장천로11번길 9 (파장동),미다스아파트,,,,0,411114322387,12901,0,9,0,549.7,325.33,59.18,1952.26,1952.26,355.15,02000,공동주택,"공동주택,아파트,근린생활시설",19,0,1,0,0,22,0,0,0,0,0,0,22,258,20060929,20061010,20070502,2006,3740058,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 585-4번지,41111,12900,0,0585,0004,10841100199225,1,일반,1,총괄표제부,1,신대장,,경진셀프주유소,,,,0,,,0,,,1490.6,326.9,21.93,696.67,696.67,46.74,19000,위험물저장및처리시설,"위험물저장및처리시설,근린생활시설",0,0,3,0,0,4,0,0,0,0,4,46,0,0,20080227,20080303,20080714,2008,3750028,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 589-10번지,41111,12900,0,0589,0010,10841100338802,1,일반,1,총괄표제부,1,신대장,,,,,,1,,,0,0,0,314.9,188.22,59.77,648,476.1,151.19,01000,단독주택,다가구주택(12가구),0,12,2,0,0,3,0,0,0,0,3,66.78,0,0,19940224,19940314,19950210,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 589-16번지,41111,12900,0,0589,0016,1084191,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장천로 10 (파장동),새한빌라,,,,0,411113174019,12901,0,10,,360.7,177.13,49.11,555.27,492.63,136.58,03000,제1종근린생활시설,"제1종근린생활시설,공동주택,단독주택",6,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 591-10번지,41111,12900,0,0591,0010,1084192,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로 50 (파장동),소망빌라,,,,0,411113174015,12901,0,50,,464.3,172.32,37.11,658.56,493.92,106.38,02000,공동주택,공동주택(다세대주택),16,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 594-11번지,41111,12900,0,0594,0011,10841100199248,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1051 (파장동),,,,,1,411112012008,12901,0,1051,0,727.3,346.2,47.6,590.37,590.37,81.17,01000,단독주택,단독주택(3가구) 외 2,0,3,2,0,0,6,0,0,0,0,0,0,6,69.5,20070525,20070531,20070822,2007,3750028,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 595-3번지,41111,12900,0,0595,0003,1084196,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1033 (파장동),,,,,0,411112012008,12901,0,1033,,815.3,359.55,44.1,883.35,719.1,88.2,04000,제2종근린생활시설,근린생활시설,0,0,2,0,0,4,0,0,0,0,0,0,4,46,19840704,,19841119,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 596번지,41111,12900,0,0596,0000,1084163,1,일반,1,총괄표제부,0,구대장,경기도 수원시 장안구 경수대로1043번길 15 (파장동),,,,,1,411114322008,12901,0,15,,522.7,298.2,57.05,319.65,298.2,57.05,04000,제2종근린생활시설,제2종근린생활시설,0,0,2,0,0,2,0,0,0,0,0,0,2,23,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 596-2번지,41111,12900,0,0596,0002,1084193,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장천로30번길 56 (파장동),녹원빌라,,,,0,411114322392,12901,0,56,,346.8,166.84,48.11,654.72,491.04,141.59,02000,공동주택,공동주택(다세대주택),16,0,2,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 596-10번지,41111,12900,0,0596,0010,1084194,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장천로26번길 59 (파장동),녹원빌라,,,,0,411114322391,12901,0,59,,292.3,141.78,48.5,495.86,358.04,122.49,02000,공동주택,공동주택(다세대주택),11,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 596-13번지,41111,12900,0,0596,0013,1084153,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장천로26번길 49 (파장동),,,,,1,411114322391,12901,0,49,,311.8,153.78,49.32,240.54,219.84,70.51,11000,노유자시설,노유자시설,0,0,2,0,0,1,0,0,0,0,0,0,1,11.5,19840817,19840911,19841213,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 600번지,41111,12900,0,0600,0000,1084197,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장로34번길 10 (파장동),,,,,0,411114322375,12901,0,10,,320.2,180.81,56.47,300.06,300.06,93.71,01000,단독주택,,0,6,2,0,0,2,0,0,0,0,0,0,2,23,19850704,,19861230,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 606-3번지,41111,12900,0,0606,0003,10841100348760,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,415.8,187.87,45.18,273.68,273.68,65.82,04000,제2종근린생활시설,"제2종근린생활시설, 자동차관련시설",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 606-5번지,41111,12900,0,0606,0005,10841374,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로1019번길 8 (파장동),,,,,0,411114322004,12901,0,8,0,535.4,250.42,46.77,715.12,586.87,109.61,01000,단독주택,"단독주택,제1종.제2종근린생활시설,창고",0,4,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 622번지,41111,12900,0,0622,0000,1084195,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 파장천로44번길 87 (파장동),,,,,2,411114322393,12901,0,87,,0,3661.62,0,21412.23,18094.17,0,02000,공동주택,"공동주택(아파트), 근린생활시설",225,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 632번지,41111,12900,0,0632,0000,10841426,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1110-15 (파장동),북수원아이파크,,,,0,411112012008,12901,0,1110,15,7033.4,1333.61,18.96,17825.223,15281.41,217.27,02000,공동주택,공동주택(아파트),143,0,3,5,2469.443,147,0,0,0,0,80,2275.807,67,775.5,20030722,20031130,20050822,2003,,,2101,2101,0,,0,0,,0,,0,20220909
경기도 수원시 장안구 파장동 635번지,41111,12900,0,0635,0000,1000000000000003294525,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로1044번길 20 (파장동),북수원 하우스토리,,,,0,411114322009,12901,0,20,,5399.9,1439.293,26.65,16491.815,13022.611,241.16,02000,공동주택,공동주택(아파트),135,0,2,3,3635.012,131,0,0,0,0,114,3340.527,17,228.25,20160205,20171113,20230908,,,,,,0,,0,0,,0,,0,20240229
경기도 수원시 장안구 파장동 640번지,41111,12900,0,0640,0000,1000000000000002465631,2,집합,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1110-39 (파장동),포레나 북수원,,,,0,411112012008,12901,0,1110,39,57956,6593.0975,11.38,171836.04,110561.6969,190.77,02000,공동주택,공동주택(아파트),1063,0,12,8,61961.6181,1510,0,0,0,0,1477,0,3,0,20201008,20201221,20230927,2020,,,2101,2101,6,1+,116.8,65.24,4,0,,0,20251217
경기도 수원시 장안구 파장동 643번지,41111,12900,0,0643,0000,1000000000000002795076,1,일반,1,총괄표제부,1,신대장,경기도 수원시 장안구 경수대로 1110-41 (파장동),제 233호 어린이공원 및 제 197호 지하주차장,,,,0,411112012008,12901,0,1110,41,3617,131.18,3.63,6397.62,120.3,3.33,20000,자동차관련시설,"자동차관련시설(주차장),근린생활시설(공중화장실)",0,0,3,0,0,188,0,0,0,0,178,0,0,0,20220711,20220902,20231214,2022,3740282,건축과,1101,1101,0,,0,0,,0,,0,20231215
