시군명,공동주택구분,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부
김포시,아파트,풍무센트럴푸르지오,풍무동,289,2018-06-22,35,22,2467,Y
김포시,아파트,풍무신안,풍무동,100,1997-08-14,20,9,792,Y
김포시,아파트,풍무양도마을대림,풍무동,757,2003-09-29,15,8,575,Y
김포시,아파트,풍무양도마을서해,풍무동,147,2000-09-08,18,19,1265,Y
김포시,아파트,풍무유현마을신동아,풍무동,583-6,1999-11-29,15,21,1256,Y
김포시,아파트,풍무유현마을현대프라임빌,풍무동,759,2003-12-09,20,17,1351,Y
김포시,아파트,풍무자이1단지,풍무동,764,2010-06-17,19,8,445,Y
김포시,아파트,풍무자이2단지,풍무동,766,2010-06-17,18,8,373,Y
김포시,아파트,풍무장릉마을길훈1차,풍무동,1,1993-05-03,15,4,496,Y
김포시,아파트,풍무장릉마을삼성,풍무동,740,2002-05-15,15,14,794,Y
김포시,연립,하늘빛마을 한신더휴테라스 11블럭,운양동,1337-1,2017-02-27,5,7,157,Y
김포시,연립,하늘빛마을 한신더휴테라스 8블럭,운양동,1339-1,2017-02-27,5,13,232,Y
김포시,연립,하성연립,하성면,638-2,1986-06-18,4,2,26,N
김포시,아파트,한강금호어울림1단지,양촌읍 양곡리,1268,2020-03-16,20,5,406,Y
김포시,아파트,한강금호어울림2단지,양촌읍 양곡리,1241,2020-03-16,20,6,467,Y
김포시,아파트,한강동일스위트더파크뷰1단지아파트,마산동,638-4,2020-12-17,29,12,1021,Y
김포시,아파트,한강동일스위트더파크뷰2단지,마산동,672-1,2020-12-17,26,8,711,Y
김포시,아파트,한강메트로자이 1단지,걸포동,264-4,2020-08-11,44,6,1142,Y
김포시,아파트,한강메트로자이2단지 아파트,걸포동,180,2020-07-14,36,22,2456,Y
김포시,아파트,한강메트로자이3단지,걸포동,191,2020-07-14,29,4,431,Y
김포시,아파트,한강센트럴블루힐,마산동,637-3,2017-08-14,25,15,1763,Y
김포시,아파트,한강센트럴자이1단지,장기동,28-Jan,2017-01-20,29,35,3481,Y
김포시,아파트,한강센트럴자이2차,장기동,867,2017-05-29,27,8,598,Y
김포시,아파트,한강신도시 반도유보라3차,마산동,640-5,2017-02-13,12,14,662,Y
김포시,아파트,한강신도시 반도유보라4차아파트,구래동,Jun-86,2018-01-24,34,4,461,Y
김포시,아파트,한강신도시 반도유보라5차아파트,구래동,6873-19,2018-01-23,30,6,480,Y
김포시,아파트,한강신도시 운양역 푸르지오,운양동,1306-2,2016-02-05,13,5,242,Y
김포시,아파트,한강신도시2차 KCC 스위첸 아파트,운양동,1331-1,2018-02-14,29,13,1296,Y
김포시,아파트,한강신도시3차푸르지오,구래동,Feb-95,2017-05-23,29,15,1510,Y
김포시,아파트,한강신도시롯데캐슬,운양동,1301-1,2014-04-09,29,14,1136,Y
김포시,아파트,한강신도시리버에일린의 뜰,운양동,1305-1,2017-11-21,21,7,439,Y
김포시,아파트,한강신도시자연앤어울림(고창마을),장기동,1629,2009-05-15,18,9,574,Y
김포시,아파트,한강신도시푸르지오,운양동,1407-5,2013-06-14,21,11,812,Y
김포시,아파트,한강파크뷰 우방아이유쉘아파트,걸포동,298-38,2019-04-29,20,9,540,Y
김포시,아파트,한강한라비발디,운양동,1249-1,2013-06-26,19,12,857,Y
김포시,아파트,한강현대성우오스타,장기동,1868-2,2012-05-30,26,7,465,Y
김포시,아파트,한강호반베르디움,장기동,1885-6,2012-06-15,20,15,1584,Y
김포시,아파트,한강힐스테이트아파트,마산동,636-1,2013-02-28,29,14,1382,Y
김포시,연립,한신더휴테라스 9블럭,운양동,1293-4,2017-02-27,5,10,184,Y
김포시,연립,한신더휴테라스12BL아파트,운양동,1288-1,2017-04-28,5,19,351,Y
김포시,연립,한양연립,통진읍,"704-6,5,2",1987-03-17,3,3,84,N
김포시,연립,할렐루야연립,사우동,201-10,1985-10-31,4,2,20,N
김포시,아파트,함성2차,북변동,"216-5,6,7",1991-06-18,5,7,140,N
김포시,아파트,현대,북변동,267,1995-02-11,10,1,130,N
김포시,아파트,호반베르디움 더 레이크 2차,구래동,Jan-87,2018-11-02,23,5,344,Y
김포시,아파트,호반베르디움 더 레이크 3차 아파트,구래동,Mar-87,2018-12-04,24,5,336,Y
김포시,아파트,호반베르디움 더 레이크5차,구래동,Feb-77,2018-08-31,18,4,266,Y
김포시,아파트,호수마을e편한세상,구래동,6874-17,2013-02-26,29,12,1167,Y
김포시,아파트,호수마을이편한세상3단지,구래동,Jun-74,2014-02-25,29,5,559,Y
김포시,아파트,화성파크드림,운양동,1325-7,2012-06-25,28,8,648,Y
김포시,아파트,화수싱그리아,통진읍,1107,2004-09-01,14,1,93,N
김포시,연립,훼미리연립,사우동,220-5,1986-01-06,3,4,69,N
김포시,아파트,힐스테이트 리버시티1단지,고촌읍 향산리,Jan-83,2020-07-30,21,24,1568,Y
김포시,아파트,힐스테이트리버시티2단지,고촌읍 향산리,Jan-83,2020-07-30,21,28,1942,Y
남양주시,아파트,LH 남양주금곡 홍유마을,금곡동,778,2022-12-15,9,3,352,N
남양주시,아파트,e편한세상 다산,다산1동,6091,2017-12-22,29,13,1615,Y
남양주시,아파트,e편한세상 평내매트로원,평내동,667,2022-06-24,27,15,1108,Y
남양주시,아파트,가운휴먼시아1단지,다산2동,669,2008-09-05,15,16,1417,N
남양주시,아파트,가운휴먼시아2단지,다산2동,671,2008-09-05,14,4,388,N
남양주시,아파트,강남2차아파트,퇴계원읍,퇴계원리 250-3,1997-09-02,15,1,204,Y
남양주시,아파트,강산마을코오롱대성아파트,와부읍,덕소리 145-4,1999-12-10,20,17,1256,Y
남양주시,연립,개나리연립주택,진접읍,부평리 745-2,1985-12-20,3,5,90,N
남양주시,아파트,거환아파트,금곡동,676-10,1989-12-12,6,1,42,N
남양주시,아파트,경남아너스빌,와부읍,덕소리 614,2007-06-29,15,4,267,Y
남양주시,아파트,경남아너스빌(가운휴먼시아5단지),다산2동,683,2008-09-19,15,12,495,Y
남양주시,아파트,경성큰마을아파트 1단지,화도읍,묵현리 596,1998-05-21,11,8,372,Y
남양주시,아파트,경성큰마을아파트 2단지,화도읍,묵현리 604-4,1998-05-21,15,8,462,Y
남양주시,연립,경춘연립주택,화도읍,마석우리 474,1985-12-30,3,9,216,N
남양주시,아파트,경향아파트,화도읍,창현리 765,1997-12-13,13,4,312,Y
남양주시,아파트,광릉아파트,진접읍,팔야리 731-1,1989-07-06,5,2,60,N
남양주시,연립,광일아파트,금곡동,164-15,1986-12-20,4,4,112,N
남양주시,연립,광일아파트,와부읍,덕소리 436-5,1986-01-13,3,3,84,N
남양주시,아파트,극동마이다스빌,별내면,청학리 472,2004-08-31,15,1,30,N
남양주시,아파트,극동아파트,오남읍,양지리 193-1,1992-07-31,6,13,498,Y
남양주시,아파트,금곡GS아파트,금곡동,603,1997-09-29,20,3,260,Y
남양주시,아파트,금곡금강아파트,금곡동,654,1997-05-30,18,4,244,Y
남양주시,아파트,금곡동 명지해드는터,금곡동,612,2005-02-11,15,2,171,Y
남양주시,연립,금곡빌라,금곡동,158-7,1985-12-02,3,4,75,N
남양주시,아파트,금곡신도브래뉴,금곡동,776,2008-12-19,20,3,182,Y
남양주시,아파트,금곡역 디에브스,금곡동,777,2020-07-22,21,1,96,N
남양주시,아파트,금곡역 한신더휴,금곡동,404-20,2025-02-11,21,6,406,Y
남양주시,아파트,금성훼미리아파트,금곡동,168-1,1992-12-09,10,1,90,N
남양주시,연립,나라키움 복합청사 행복주택,다산2동,672,2023-07-13,5,2,74,N
남양주시,아파트,남양아파트,호평동,196-1,1984-12-31,5,2,80,N
남양주시,아파트,남양아파트,호평동,196-4,1984-12-31,5,4,140,N
남양주시,아파트,남양주진건주공1차아파트,진건읍,사능리 625,1990-08-15,5,7,300,Y
남양주시,아파트,녹촌 라온프라이빗 1단지,화도읍,녹촌리 563,2019-01-24,25,5,373,Y
남양주시,아파트,녹촌 라온프라이빗 2단지,화도읍,녹촌리 564,2019-01-24,25,8,469,Y
남양주시,아파트,녹촌 라온프라이빗 3단지,화도읍,녹촌리 565,2019-01-24,25,4,283,Y
남양주시,아파트,녹촌 라온프라이빗 4단지,화도읍,녹촌리 566,2019-01-24,25,5,356,Y
남양주시,아파트,녹촌 라온프라이빗 5단지,화도읍,녹촌리 567,2019-01-24,25,7,520,Y
남양주시,아파트,녹촌두산위브,화도읍,녹촌리 554,2006-10-26,15,6,385,Y
남양주시,아파트,녹촌삼신아파트,화도읍,녹촌리 235-2,1995-09-29,15,3,345,Y
남양주시,아파트,다산 롯데캐슬,다산1동,5908-2,2017-12-22,29,10,1186,Y
남양주시,아파트,다산 매트로3단지,다산1동,6076,2021-08-31,29,6,1257,N
남양주시,아파트,다산 반도유보라 메이플타운,화도읍,6014,2018-03-14,30,11,1085,Y
남양주시,아파트,다산 센트럴파크6단지,다산1동,6107,2021-07-28,29,6,2075,N
남양주시,아파트,다산 아이파크,다산1동,5808-1,2017-12-22,29,5,467,Y
남양주시,아파트,다산 유보라 마크뷰,다산2동,4133,2024-07-15,33,2,194,Y
남양주시,아파트,다산 유승한내들 골든뷰,다산1동,6025,2018-07-18,15,6,316,Y
남양주시,아파트,다산 유승한내들 센트럴,다산1동,6090,2018-04-26,29,5,642,Y
남양주시,아파트,다산 펜테리움 리버테라스 1차,다산2동,6215,2018-12-21,30,8,944,Y
남양주시,아파트,다산 한양수자인 리버파크,다산1동,6075,2018-07-25,15,6,291,Y
남양주시,아파트,다산 한양수자인 리버팰리스,다산1동,5978,2017-12-22,15,13,640,Y
남양주시,아파트,다산 효성해링턴타워,다산2동,4434,2010-03-15,40,2,234,Y
남양주시,아파트,다산e편한세상자이,다산1동,6133,2018-06-27,29,12,1685,Y
남양주시,아파트,다산롯데낙천대아파트,다산1동,4433,2005-10-31,24,9,708,Y
남양주시,아파트,다산리버펠리체1단지,다산1동,4432,2005-05-31,25,5,382,Y
남양주시,아파트,다산리버펠리체2단지,다산1동,4432-2,2005-05-31,25,6,584,Y
남양주시,아파트,다산리버펠리체3단지,다산1동,4432-4,2005-05-31,24,1,94,N
남양주시,아파트,다산센트레빌,다산1동,4436,2016-11-30,22,9,457,Y
남양주시,아파트,다산신안인스빌 퍼스트포레,다산2동,6213,2020-01-21,29,11,1282,Y
남양주시,아파트,다산신안인스빌 퍼트스리버,다산2동,6251,2019-06-27,29,8,800,Y
남양주시,아파트,다산역 경기행복주택,다산1동,6027,2019-09-02,29,4,970,N
남양주시,아파트,다산역자연앤푸르지오,다산1동,6084,2024-02-22,29,7,1272,N
남양주시,아파트,다산자연앤E편한세상3차,다산1동,6132,2019-07-26,29,10,1394,N
남양주시,아파트,다산자연앤e편한세상 2차,다산1동,6151,2019-06-28,29,5,491,Y
남양주시,아파트,다산자이 아이비플레이스,다산1동,6028,2021-01-07,40,7,967,Y
남양주시,아파트,다산자이 폴라리스,다산1동,6015,2021-07-29,29,7,878,Y
남양주시,아파트,다산지금A5 경기행복주택,다산1동,6110,2022-04-07,29,7,2078,N
남양주시,아파트,다산지금데시앙,다산1동,6109,2022-08-19,29,6,961,N
남양주시,아파트,다산지금센트럴에일린의뜰,다산2동,6208,2019-04-11,30,5,759,Y
남양주시,아파트,다산진건데시앙,다산1동,6026,2022-08-19,29,4,651,N
남양주시,아파트,다산펜테리움 리버테라스 2차,다산1동,6235,2019-06-12,30,15,1304,Y
남양주시,아파트,다산포레스트2단지아파트,다산1동,6013,2023-10-04,29,5,928,N
남양주시,아파트,다산푸르지오,다산1동,6163,2021-10-27,29,10,1614,Y
남양주시,아파트,다산한강반도유보라,다산2동,6234,2019-03-21,30,11,1261,Y
남양주시,아파트,다산한신더휴 6단지,다산2동,682,2009-10-28,15,3,111,N
남양주시,아파트,다산한신더휴 7단지,다산2동,681,2009-10-28,8,7,114,N
남양주시,아파트,다산한신더휴 8단지,다산2동,690,2009-10-28,8,3,63,N
남양주시,아파트,다산한신휴플러스,다산1동,4026-6,1999-11-15,22,2,270,Y
남양주시,아파트,다산해모로,다산1동,6297,2021-02-19,29,5,449,Y
남양주시,연립,대농연립주택,금곡동,674-1,1986-07-24,3,4,48,N
남양주시,연립,대복연립주택,화도읍,마석우리 373-3,1985-06-20,3,1,24,N
남양주시,아파트,더샵 남양주 퍼스트시티,진접읍,부평리 771,2021-11-29,33,10,1153,Y
남양주시,아파트,더힐포레 3단지(가운휴먼시아3단지),다산2동,674,2008-09-19,15,7,189,Y
남양주시,아파트,더힐포레 4단지(가운휴먼시아4단지),다산2동,673,2008-09-19,15,10,358,Y
남양주시,아파트,덕소 강변 신일해피트리,와부읍,511-8,2025-07-30,26,4,212,Y
남양주시,아파트,덕소 건영리버파크,와부읍,도곡리 1117,2002-05-25,20,5,652,Y
남양주시,아파트,덕소 세양청마루 한강,와부읍,덕소리 600-14,2007-10-31,22,2,216,Y
남양주시,아파트,덕소강변라온프라이빗,와부읍,덕소리 541-11,2023-11-23,26,5,295,Y
남양주시,아파트,덕소강변삼익,와부읍,덕소리 600-3,1996-04-16,20,9,880,Y
남양주시,아파트,덕소강변서희스타힐스,와부읍,도곡리 981-3,2024-05-31,19,7,423,Y
남양주시,아파트,덕소강변해태아파트,와부읍,도곡리 1010-1,1999-12-24,19,4,309,Y
남양주시,아파트,덕소강변현대아파트,와부읍,덕소리 554-1,1997-12-23,21,10,982,Y
남양주시,아파트,덕소강변현대홈타운,와부읍,덕소리 600-15,2001-06-11,20,6,387,Y
남양주시,아파트,덕소동부센트레빌,와부읍,덕소리 613,2006-12-14,20,17,1220,Y
남양주시,아파트,덕소두산위브,와부읍,도곡리 986-1,2002-12-07,15,25,1253,Y
남양주시,아파트,덕소리버뷰진도아파트,와부읍,덕소리 537,1998-07-25,20,7,571,Y
남양주시,아파트,덕소벽산아파트,와부읍,도곡리 976-1,1999-12-29,21,6,579,Y
남양주시,아파트,덕소성일우리미,와부읍,덕소리 615,2008-01-18,21,2,159,Y
남양주시,아파트,덕소신암밀리안,와부읍,덕소리 611,2005-06-13,24,1,68,N
남양주시,아파트,덕소신한토탈아파트,와부읍,덕소리 528-9,1998-12-18,20,3,212,Y
남양주시,아파트,덕소쌍용,와부읍,도곡리 993,2000-11-10,20,8,528,Y
남양주시,아파트,덕소쌍용스윗닷홈리버아파트,와부읍,도곡리 1093,2005-05-31,25,7,593,Y
남양주시,아파트,덕소아이파크,와부읍,덕소리 612,2007-02-27,20,18,1239,Y
남양주시,아파트,덕소우림루미아트아파트,와부읍,덕소리 520,2005-06-03,17,1,79,N
남양주시,연립,덕소전원빌라,와부읍,도곡리 1024-16,1989-01-31,3,3,57,N
남양주시,아파트,덕소주공1단지,와부읍,덕소리 110-1,1996-04-23,15,9,910,Y
남양주시,아파트,덕소주공2단지,와부읍,덕소리 111-1,1998-04-16,15,10,694,Y
남양주시,아파트,덕소주공3단지,와부읍,덕소리 606-1,1998-08-13,20,10,782,Y
남양주시,아파트,덕소한강 벽산 메가트리움,와부읍,덕소리 462-9,2007-05-31,28,2,208,Y
남양주시,아파트,덕소한솔강변마을,와부읍,덕소리 528-14,2003-02-28,25,2,473,Y
남양주시,아파트,도농 부영사랑으로7단지,다산1동,4435,2013-12-30,18,6,317,Y
남양주시,아파트,도심역 한양수자인 리버파인,와부읍,931-5,2025-06-30,22,12,908,Y
남양주시,아파트,동부일신아파트,별내면,별내면 청학리 476,1996-09-23,20,4,456,Y
남양주시,연립,동부주택,진접읍,장현리 593,1985-09-14,3,9,171,N
남양주시,연립,동원그린빌라,다산2동,617-47,1986-01-11,3,2,33,N
남양주시,아파트,동원베네스트,다산1동,3395,2005-11-02,15,5,196,Y
남양주시,아파트,동익미라벨38단지,별내동,1058,2013-02-27,15,10,369,Y
남양주시,아파트,동익미라벨39단지,별내동,1060,2013-02-27,15,11,433,Y
남양주시,연립,두봉아파트,화도읍,묵현리 580,1988-08-08,4,5,68,N
남양주시,연립,두승주택,금곡동,404-168,1987-01-23,3,3,39,N
남양주시,연립,라이파이주택,금곡동,700-25,1988-04-06,3,1,24,N
남양주시,아파트,라인그린아파트,호평동,371,1997-08-05,20,4,467,Y
남양주시,아파트,마석 파크힐즈 푸르지오,화도읍,마석우리 600,2018-01-31,27,7,620,Y
남양주시,아파트,마석LIG,화도읍,묵현리 47-3,2005-11-18,18,8,444,Y
남양주시,아파트,마석건영아파트,화도읍,묵현리 42-1,1994-01-15,19,1,213,Y
남양주시,아파트,마석그랜드힐1차,화도읍,마석우리 71,2004-03-30,18,4,550,Y
남양주시,아파트,마석그랜드힐2차,화도읍,마석우리 71-4,2007-05-31,15,18,330,Y
남양주시,아파트,마석대림,화도읍,마석우리 448-1,2001-02-28,15,6,370,Y
남양주시,연립,마석빌라,화도읍,마석우리 219-13,1986-06-25,3,2,39,N
남양주시,아파트,마석삼익파크힐스아파트,화도읍,묵현리 48,2003-01-07,15,6,422,Y
남양주시,아파트,마석신명스카이뷰그린,화도읍,마석우리 396,2005-10-28,20,9,657,Y
남양주시,아파트,마석역신도브래뉴1차,화도읍,마석우리 598,2009-10-26,15,7,330,Y
남양주시,아파트,마석역신도브래뉴2차,화도읍,묵현리 625,2010-04-09,18,9,350,Y
남양주시,아파트,마석역신도브래뉴3차,화도읍,묵현리 626,2010-11-29,15,11,476,Y
남양주시,아파트,마석주공,화도읍,마석우리 531,2003-04-28,15,5,488,N
남양주시,아파트,마석중흥S클래스,화도읍,마석우리 349,2004-11-09,20,5,464,Y
남양주시,연립,문산연립주택,화도읍,마석우리 525-1,1986-01-10,3,3,54,N
남양주시,아파트,미라보아파트,금곡동,402-1,1996-07-24,21,1,184,Y
남양주시,아파트,미리내마을 4-2단지,별내동,1048,2016-12-19,19,7,1058,N
남양주시,아파트,미리내마을 4-3단지,별내동,556-10,2016-12-19,18,3,368,N
남양주시,아파트,미리내마을4-4단지,별내동,1037,2014-01-09,25,10,1331,N
남양주시,아파트,반도유보라아파트,별내면,청학리 580,2010-02-03,15,2,116,N
남양주시,아파트,별가람마을 1-2단지,별내동,806,2019-03-11,21,4,1220,N
