대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,신구대장구분코드,신구대장구분코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),주용도코드,주용도코드명,기타용도,세대수(세대),가구수(가구),주건축물수,부속건축물수,부속건축물면적(㎡),총주차수,옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자
경기도 수원시 팔달구 영동 8번지,41115,12400,0,0008,0000,10841167255,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 수원천로255번길 6 (영동),영동시장,,,,1,411154328207,12401,0,6,,0,5834.71,0,20990.42,20296.21,0,07000,판매시설,"판매시설, 근린생활시설, 문화및집회시설, 운동시설, 위락시설, 주차장, 주택",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 남수동 27-1번지,41115,12700,0,0027,0001,10841100340634,2,집합,1,총괄표제부,1,신대장,,네오빌,,,,0,,,0,0,0,925,651.26,70.41,1999.88,1999.88,216.2,02000,공동주택,"도시형생활주택 단지형 연립주택 및 다세대주택, 업무시설",24,0,2,0,0,28,0,0,0,0,0,0,28,318.4,20150624,20150629,20160201,2015,3770030,건축과,1101,1101,4,,0,0,,0,,0,20220909
경기도 수원시 팔달구 남수동 80-4번지,41115,12700,0,0080,0004,10841100469257,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 수원천로316번길 4-7 (남수동),,,,,0,411154328210,12701,0,4,7,288,119.34,41.4375,119.34,119.34,41.4375,03000,제1종근린생활시설,근린생활시설(휴게음식점),0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 남수동 92-1번지,41115,12700,0,0092,0001,10841167256,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 수원천로 300 (남수동),포교당,,,,0,411153175035,12704,0,300,,3626,1295.75,35.735,4627.46,2906.16,80.15,06000,종교시설,종교시설,0,0,4,0,0,36,0,0,0,0,0,0,37,0,,,,,,,,,0,,0,0,,0,,0,20240613
경기도 수원시 팔달구 남수동 95-5번지,41115,12700,0,0095,0005,10841167253,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 수원천로 292 (남수동),,,,,0,411153175035,12704,0,292,0,645,453.81,70.36,516.86,516.86,80.13,03000,제1종근린생활시설,"근린생활시설,단독주택",0,2,2,0,0,4,0,0,4,46,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 남수동 130-10번지,41115,12700,0,0130,0010,10841167103,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 창룡대로8번길 5 (남수동),,,,,0,411154328344,12702,0,5,0,189.1,143.8,76.04,227.77,227.77,120.45,04000,제2종근린생활시설,"제2종근린생활시설,단독주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매향동 3-32번지,41115,12800,0,0003,0032,10841100176856,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 창룡대로 105 (매향동),연무정,,,,0,411152012001,12803,0,105,,3834,279.69,7.29,469.13,377.69,9.85,04000,제2종근린생활시설,근린생활시설,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매향동 8-1번지,41115,12800,0,0008,0001,10841167106,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 창룡대로103번길 60 (매향동),연무국민학교,,,,3,411154328328,12801,0,60,0,16989,3642.83,21.442286,8610.39,7923.33,46.638001,10000,교육연구시설,교육연구시설,0,0,3,3,99.26,43,0,0,0,0,0,0,39,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매향동 8-22번지,41115,12800,0,0008,0022,10841167107,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 창룡대로103번길 70-2 (매향동),,,,,0,411154328328,12801,0,70,2,152,84.3,55.46,128.94,128.94,84.83,01000,단독주택,"주택, 근린생활시설",0,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매향동 10-22번지,41115,12800,0,0010,0022,10841167372,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 수원천로 342 (매향동),학교법인 삼일학원,,,,12,411153175035,12805,0,342,0,43828.8,14160.05,32.307637,42317.62,40021.25,91.312675,Z8000,교육연구및복지시설,교육연구시설,0,0,23,2,550.06,208,0,0,0,0,0,0,208,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매향동 11-8번지,41115,12800,0,0011,0008,10841167092,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 창룡대로103번길 108-9 (매향동),,,,,0,411154328328,12801,0,108,9,434,251.42,57.93,765.75,765.75,176.44,01000,단독주택,단독주택,0,19,2,0,0,8,0,0,0,0,8,225.3,0,0,20030730,20030814,20031210,2003,3770030,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매향동 11-29번지,41115,12800,0,0011,0029,10841167108,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 창룡대로103번길 108-10 (매향동),,,,,0,411154328328,12801,0,108,10,431,178.2,41.35,377.4,263.92,61.23,01000,단독주택,주택,0,5,2,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매향동 49번지,41115,12800,0,0049,0000,10841100305150,1,일반,1,총괄표제부,1,신대장,,,,,,2,,,0,,,21023,5090.37,24.21,18519.86,11310.24,53.8,14000,업무시설,,0,0,2,1,9.51,217,0,0,0,0,120,0,97,0,,,,,,,,,0,1,0,0,1,0,,0,20250207
경기도 수원시 팔달구 매향동 110-2번지,41115,12800,0,0110,0002,10841167109,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 수원천로 350 (매향동),학교법인 매향학원,,,,0,411153175035,12805,0,350,0,18226,5742.21,31.52,19936.41,19029.82,104.41,10000,교육연구시설,교육연구시설,0,0,15,0,0,37,0,0,0,0,0,0,37,425.5,,,,,,,,,0,,0,0,,0,,0,20250426
경기도 수원시 팔달구 매향동 122-75번지,41115,12800,0,0122,0075,10841167111,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 창룡대로 57-1 (매향동),매향타운,,,,1,411152012001,12803,0,57,1,741,250.19,33.76,894.58,686.16,120.73,02000,공동주택,다세대주택,13,0,2,0,0,9,0,0,0,0,0,0,9,103.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 26-5번지,41115,12900,0,0026,0005,10841100174803,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 정조로886번길 27-1 (북수동),,,,,1,411154328292,12901,0,27,1,258,155.67,60.34,155.67,155.67,60.34,04000,제2종근린생활시설,"단독주택, 근린생활시설",0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 38-3번지,41115,12900,0,0038,0003,10841167295,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 수원천로 371-7 (북수동),,,,,0,411153175035,12906,0,371,7,102,44.9,44.02,44.9,44.9,44.02,01000,단독주택,단독주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 48번지,41115,12900,0,0048,0000,10841100232514,1,일반,1,총괄표제부,1,신대장,,북수동 480000 (김순기),,,,0,,,,,,264,212.41,80.46,432.27,389.36,147.49,03000,제1종근린생활시설,"제1종근린생활시설(소매점),단독주택",0,3,2,0,0,3,0,0,0,0,3,42.91,0,0,,,,,,,,,0,,0,0,,0,,0,20230822
경기도 수원시 팔달구 북수동 61번지,41115,12900,0,0061,0000,10841167296,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 화서문로75번길 15 (북수동),,,,,0,411154328439,12901,0,15,0,0,73.92,67.82,73.92,73.92,67.82,01000,단독주택,"주택, 점포",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 96번지,41115,12900,0,0096,0000,10841167297,1,일반,1,총괄표제부,0,구대장,,,,,,0,,,0,,,236.94,174.41,73.61,235.39,235.39,99.35,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 103-3번지,41115,12900,0,0103,0003,10841167298,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 화서문로71번길 20-3 (북수동),,,,,0,411154328437,12901,0,20,3,215,83.34,38.76,83.34,83.34,38.76,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 113번지,41115,12900,0,0113,0000,10841167299,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 정조로900번길 25 (북수동),,,,,0,411154328294,12901,0,25,0,512,145.58,28.43,218.66,197.5,38.57,01000,단독주택,단독주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 155-4번지,41115,12900,0,0155,0004,10841167300,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 화서문로71번길 17 (북수동),,,,,0,411154328437,12901,0,17,0,0,89.91,0,89.91,89.91,0,04000,제2종근린생활시설,근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 199-2번지,41115,12900,0,0199,0002,10841167301,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 정조로860번길 2-15 (북수동),,,,,0,411154328289,12901,0,2,15,218,109.09,50.04,109.09,109.09,50.04,03000,제1종근린생활시설,"단독주택, 근린생활시설",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 225번지,41115,12900,0,0225,0000,10841167303,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 정조로 866-2 (북수동),,,,,0,411153012006,12906,0,866,2,0,100.6,0,144.67,144.67,0,04000,제2종근린생활시설,"근린생활시설, 주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 231-3번지,41115,12900,0,0231,0003,10841167304,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 화서문로 76-1 (북수동),,,,,0,411153174017,12901,0,76,1,281,176.18,62.7,382.29,341.27,121.45,03000,제1종근린생활시설,근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20240429
경기도 수원시 팔달구 북수동 250-1번지,41115,12900,0,0250,0001,10841100469431,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 정조로860번길 19-5 (북수동),,,,,0,411154328289,12901,0,19,5,354,145.02,40.97,145.02,145.02,40.97,04000,제2종근린생활시설,근린생활시설,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 295번지,41115,12900,0,0295,0000,10841167308,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 창룡대로7번길 22 (북수동),,,,,0,411154328342,12901,0,22,0,95,74.98,78.93,74.98,74.98,78.93,04000,제2종근린생활시설,근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 311-9번지,41115,12900,0,0311,0009,10841167309,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 창룡대로 7 (북수동),,,,,0,411152012001,12904,0,7,0,0,457.28,0,457.28,457.28,0,03000,제1종근린생활시설,근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 316번지,41115,12900,0,0316,0000,10841167310,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 정조로 842 (북수동),북수동성당,,,,0,411153012006,12906,0,842,,5967,2139.83,35.86,5298.64,4838.27,81.08,06000,종교시설,종교시설,0,0,7,0,0,16,0,0,0,0,0,0,6,0,,,,,,,,,0,,0,0,,0,,0,20250508
경기도 수원시 팔달구 북수동 333-1번지,41115,12900,0,0333,0001,10841167312,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 정조로850번길 7 (북수동),,,,,0,411154328288,12901,0,7,0,0,76.63,0,76.63,76.63,0,03000,제1종근린생활시설,근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 368-1번지,41115,12900,0,0368,0001,10841100473711,1,일반,1,총괄표제부,1,신대장,,종교시설 (재단법인기독교대한감리회유지재단),,,,4,,,0,,,1294,881.06,68.09,2436.39,1991.6,153.91,06000,종교시설,"교회,휴게음식점",0,0,2,0,0,12,0,0,0,0,12,133.02,0,0,20200713,20200831,20210915,2020,3740282,건축과,1102,1102,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 북수동 368-1번지,41115,12900,0,0368,0001,10841100473714,1,일반,1,총괄표제부,1,신대장,,종교시설 (재단법인기독교대한감리회유지재단),,,,4,,,0,,,1294,881.06,68.09,2436.39,1991.6,153.91,06000,종교시설,"교회,휴게음식점",0,0,2,0,0,12,0,0,0,0,12,133.02,0,0,20200713,20200831,20210915,2020,3740282,건축과,1102,1102,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 신풍동 36-1번지,41115,13000,0,0036,0001,10841167328,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 신풍로45번길 6 (신풍동),,,,,0,411154328214,13001,0,6,0,437,120.85,27.65,193.95,177.45,40.61,01000,단독주택,단독주택,0,2,2,2,5.49,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 신풍동 111번지,41115,13000,0,0111,0000,10841167335,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 화서문로 26-14 (신풍동),신풍연립,,,,0,411153174017,13002,0,26,14,0,492.3,0,1247.25,984.6,0,02000,공동주택,연립주택,18,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 신풍동 144번지,41115,13000,0,0144,0000,10841167341,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 신풍로45번길 15 (신풍동),,,,,0,411154328214,13001,0,15,0,0,35.24,0,43.5,43.5,0,01000,단독주택,단독주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,19351020,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 신풍동 153-3번지,41115,13000,0,0153,0003,10841167330,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 신풍로 43-1 (신풍동),,,,,0,411153176008,13001,0,43,1,257,150.71,58.64,318.26,286.67,115.54,01000,단독주택,"단독주택, 근린생활시설",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 신풍동 173-3번지,41115,13000,0,0173,0003,10841167331,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 신풍로 37 (신풍동),,,,,0,411153176008,13001,0,37,0,380,78.75,20.72,102.62,102.62,27.01,03000,제1종근린생활시설,"근린생활시설, 단독주택",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 신풍동 220번지,41115,13000,0,0220,0000,10841167336,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 정조로861번길 5-12 (신풍동),대림빌라,,,,0,411154328290,13001,0,5,12,343,175.9,51.28,515.82,339.92,99.1,02000,공동주택,다세대주택,9,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 신풍동 221-1번지,41115,13000,0,0221,0001,1000000000000006721321,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 신풍로 34 (신풍동),코닥미니샷월드 화성행궁점,,,,0,411153176008,13001,0,34,,488,188.27,38.58,311.72,273.98,56.14,03000,제1종근린생활시설,소매점,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20241112,20250509,20251113,2024,3770030,건축과,1107,1107,0,,0,0,,0,,0,20251209
경기도 수원시 팔달구 장안동 2-6번지,41115,13100,0,0002,0006,10841167313,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 정조로 901 (장안동),,,,,0,411153012006,13108,0,901,0,3811,963.6,25.28,2065.26,1842.58,48.35,14000,업무시설,"업무시설, 근린생활시설",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 11-3번지,41115,13100,0,0011,0003,10841100385271,1,일반,1,총괄표제부,1,신대장,,,,,,15,,,0,0,0,3036,900.77,29.67,1112.94,999.77,32.93,05000,문화및집회시설,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 22-4번지,41115,13100,0,0022,0004,10841167315,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 정조로905번길 19 (장안동),,,,,0,411154328295,13101,0,19,0,486,148.81,30.62,207.07,207.07,42.61,01000,단독주택,"단독주택, 근린생활시설",0,2,2,0,0,2,0,0,0,0,0,0,2,23,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 33-1번지,41115,13100,0,0033,0001,10841100385272,1,일반,1,총괄표제부,1,신대장,,,,,,10,,,0,0,0,2904,802.76,27.64,855.82,855.82,29.47,05000,문화및집회시설,문화및집회시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 75-1번지,41115,13100,0,0075,0001,10841167318,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 화서문로 63 (장안동),,,,,0,411153174017,13103,0,63,0,195,78.84,40.43,78.84,78.84,40.43,01000,단독주택,"단독주택, 근린생활시설",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 78-6번지,41115,13100,0,0078,0006,10841167319,1,일반,1,총괄표제부,0,구대장,,,,,,0,,,0,,,0,108.63,0,108.63,108.63,0,01000,단독주택,"근린생활시설, 단독주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 90-8번지,41115,13100,0,0090,0008,10841167320,1,일반,1,총괄표제부,0,구대장,,,,,,0,,,0,,,176,114.28,64.93,226.94,210.05,119.35,04000,제2종근린생활시설,근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 102번지,41115,13100,0,0102,0000,10841167321,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,89.25,0,89.25,89.25,0,01000,단독주택,단독주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 125-1번지,41115,13100,0,0125,0001,10841167323,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 화서문로41번길 7 (장안동),,,,,0,411154328431,13101,0,7,,139,74.45,53.56,74.45,74.45,53.56,04000,제2종근린생활시설,제2종근린생활시설(일반음식점),0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20250507
경기도 수원시 팔달구 장안동 140-1번지,41115,13100,0,0140,0001,10841167325,1,일반,1,총괄표제부,0,구대장,,장안빌라,,,,1,,,0,,,416.6,221.71,53.22,588.39,588.39,141.24,01000,단독주택,단독(다가구)주택,0,14,2,0,0,5,0,0,0,0,1,17.68,4,46,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 273-1번지,41115,13100,0,0273,0001,10841167326,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 화서문로 49 (장안동),,,,,0,411153174017,13103,0,49,0,153,90.31,59.03,174.08,140.69,91.95,01000,단독주택,"주택, 근린생활시설",0,1,2,1,0.99,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 장안동 322-25번지,41115,13100,0,0322,0025,10841100355019,1,일반,1,총괄표제부,1,신대장,,화서문 앞 공공한옥,,,,0,,,0,,,960,243.22,25.34,270.76,270.76,28.2,05000,문화및집회시설,"관광휴게시설, 근린생활시설, 문화 및 집회시설",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 교동 11-7번지,41115,13200,0,0011,0007,10841167212,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 향교로 141-18 (교동),동창빌라,,,,0,411153176018,13202,0,141,18,371,175.86,47.4,703.44,527.58,142.2,02000,공동주택,다세대주택,16,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 교동 11-8번지,41115,13200,0,0011,0008,10841100347220,2,집합,1,총괄표제부,1,신대장,,롯데캐슬,,,,0,,,0,0,0,788,442.68,56.18,1980.05,1110.46,140.92,02000,공동주택,도시형생활주택 단지형다세대,23,0,2,0,0,22,0,0,0,0,22,249.4,0,0,20151026,20151109,20160624,2015,3770030,건축과,1101,1101,0,,0,0,,0,,0,20220909
