대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,신구대장구분코드,신구대장구분코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),주용도코드,주용도코드명,기타용도,세대수(세대),가구수(가구),주건축물수,부속건축물수,부속건축물면적(㎡),총주차수,옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자
경기도 수원시 팔달구 교동 11-12번지,41115,13200,0,0011,0012,10841100354060,2,집합,1,총괄표제부,1,신대장,,레오하이츠빌,,,,0,,,0,,,627,428.66,68.37,1592.01,1592.01,253.91,02000,공동주택,"공동주택, 업무시설",16,0,2,0,0,19,0,0,0,0,19,370.94,0,0,20150727,20150921,20161007,2015,3770030,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 교동 74-1번지,41115,13200,0,0074,0001,10841167357,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 매산로 119 (교동),수원시가족여성회관,,,,0,411153176007,13203,0,119,,3276,1112.17,33.94,2587.59,2486.79,75.91,14000,업무시설,공공업무시설,0,0,3,0,0,40,0,0,0,0,0,0,40,460,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 교동 174-3번지,41115,13200,0,0174,0003,10841167290,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 효원로55번길 21 (교동),,,,,0,411154861785,13202,0,21,0,3220,625.84,19.44,1641.77,1572.11,48.82,10000,교육연구시설,교육연구및복지시설,0,0,2,0,0,8,0,0,0,0,0,0,8,92,19630805,,19631110,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 교동 산3-1번지,41115,13200,1,0003,0001,10841167214,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 팔달산로 318 (교동),,,,,0,411153176016,13202,0,318,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매교동 4-1번지,41115,13300,0,0004,0001,10841167225,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 정조로 717 (매교동),"1,2동",,,,1,411153012006,13309,0,717,0,848,564.76,66.6,3000.88,2341.55,276.13,14000,업무시설,업무시설,0,0,3,0,0,14,0,0,0,0,12,336,2,23,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매교동 30번지,41115,13300,0,0030,0000,10841167227,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,,,0,64.05,0,64.05,64.05,0,01000,단독주택,단독주택,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매교동 51-2번지,41115,13300,0,0051,0002,10841167369,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 정조로709번길 11 (매교동),.,,,,0,411154328268,13301,0,11,0,86,66.98,77.88,133.96,133.96,155.77,03000,제1종근린생활시설,제1종근린생활시설,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20040330,20051020,20051205,2004,3770030,건축과,1103,1103,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매교동 82번지,41115,13300,0,0082,0000,10841167228,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 매산로116번길 55 (매교동),,,,,0,411154328144,13302,0,55,0,274,196.8,71.82,410.51,410.51,149.82,01000,단독주택,"근린생활시설, 단독주택",0,1,2,0,0,1,0,0,0,0,0,0,1,11.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매교동 142-1번지,41115,13300,0,0142,0001,10841167097,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 정조로 687 (매교동),"연향예스빌아파트, 상가",,,,0,411153012006,13309,0,687,0,2031.2,760.7131,37.4514,12070.2173,9496.7881,467.5456,02000,공동주택,"공동주택, 근린생활시설",112,0,2,0,0,79,0,0,0,0,54,621,25,302.5,20020313,20020430,20040420,2002,9760030,,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매교동 153-5번지,41115,13300,0,0153,0005,10841167155,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 수원천로 168-1 (매교동),이화직물,,,,0,411153175035,13307,0,168,1,756,395.39,52.3,395.39,395.39,52.3,04000,제2종근린생활시설,제2종근린생활시설,0,0,5,0,0,1,0,0,0,0,0,0,1,11.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매교동 171-4번지,41115,13300,0,0171,0004,10841167100,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 정조로 617-6 (매교동),,,,,0,411153012006,13309,0,617,6,496,111.15,22.29,111.15,110.55,22.29,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매교동 251번지,41115,13300,0,0251,0000,10841167361,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 정조로 666-10 (매교동),수원중/고등학교,,,,0,411153012006,13309,0,666,10,16194,1574.48,9.72,6956.37,6725.52,41.53,10000,교육연구시설,교육연구및복지시설,0,0,2,0,0,23,0,0,0,0,0,0,23,264.5,19970106,19970224,19980406,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매교동 292번지,41115,13300,0,0292,0000,1000000000000001886986,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 효원로93번길 33 (매교동),힐스테이트 푸르지오 수원,,,,1,411154328476,13302,0,33,0,103960.4,24153.7,23.23,375852.09,233573.57,224.68,02000,공동주택,공동주택(아파트),2586,0,38,22,141571.16,3307,0,0,0,0,3307,130520.58,0,0,20151231,20191212,20230525,2015,,,5810,5810,28,1,130,67.43,4,56.6,,0,20230825
경기도 수원시 팔달구 매교동 300번지,41115,13300,0,0300,0000,1000000000000002354637,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 인계로 20 (매교동),매교역푸르지오SK VIEW,,,,0,411153176010,13301,0,20,0,164447,34595.63,21.04,533066.63,362438.34,220.4,02000,공동주택,공동주택(아파트),3603,0,55,12,169274.01,4743,0,0,0,0,4743,158952.06,0,0,20160629,20191230,20230907,2016,,,5810,5810,58,1,98.8,72,4,0,,0,20230915
경기도 수원시 팔달구 매교동 676번지,41115,13300,0,0676,0000,1000000000000006785800,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 정조로 676 (매교동),매교초등학교,,,,0,411153012006,13309,0,676,0,13700,4403.59,32.142992,15741.2,15267.49,111.44153,10000,교육연구시설,,0,0,4,0,0,79,0,0,0,0,0,0,74,851,20230803,20230814,20250225,,3770030,건축과,1101,1101,0,5,73.7,0,4,0,,0,20251205
경기도 수원시 팔달구 매산로1가 19-9번지,41115,13400,0,0019,0009,10841100345361,1,일반,1,총괄표제부,1,신대장,,,,,,1,,,0,,,7810.7,806.13,10.3208,2517.72,2078.35,26.609,15000,숙박시설,"근린생활시설,업무시설",0,0,2,0,0,23,0,0,0,0,0,0,23,291.5,,,,,,,,,0,,0,0,,0,,0,20250319
경기도 수원시 팔달구 매산로1가 43-4번지,41115,13400,0,0043,0004,10841167126,2,집합,1,총괄표제부,0,구대장,,,,,,0,,,0,,,426,341.43,80.15,485.96,485.96,114.08,Z3000,근린생활시설,근린생활시설,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로2가 13-18번지,41115,13500,0,0013,0018,1000000000000002083143,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 갓매산로52번길 22 (매산로2가),,,,,0,411154328006,13501,0,22,,0,339.37,0,545.72,493.79,0,19000,위험물저장및처리시설,위험물판매취급소,0,1,2,0,0,0,0,0,0,0,0,0,0,0,19760922,,19780502,,,,,,0,,0,0,,0,,0,20230717
경기도 수원시 팔달구 매산로2가 61-2번지,41115,13500,0,0061,0002,10841167127,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 매산로 40 (매산로2가),,,,,4,411153176007,13505,0,40,0,1707,313.27,18.35,434.74,398.77,23.36,04000,제2종근린생활시설,위험물처리시설 및 근린생활시설,0,0,2,3,50.7,3,0,0,0,0,0,0,3,34.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로2가 62-11번지,41115,13500,0,0062,0011,10841167094,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 매산로46번길 9 (매산로2가),,,,,0,411154328151,13501,0,9,0,753,249.35,33.11,249.35,271.45,36.05,04000,제2종근린생활시설,"세차장,일반음식점",0,0,2,2,22.1,2,0,0,0,0,0,0,2,23,19970908,19970922,19971114,2003,9750028,,1202,1202,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로2가 65-5번지,41115,13500,0,0065,0005,10841100226277,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 매산로 32 (매산로2가),,,,,1,411153176007,13505,0,32,,1669,649.48,38.91,1666.63,1666.63,99.86,03000,제1종근린생활시설,근린생활시설,0,0,2,0,0,14,0,0,0,0,0,0,14,171,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로2가 90번지,41115,13500,0,0090,0000,10841167376,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 권선로 477 (매산로2가),대한대우아파트,,,,1,411153175010,13501,0,477,,75750.8,20123.38,26.57,212766.84,152911.22,201.86,02000,공동주택,공동주택(아파트),1293,0,31,26,50421.61,1844,0,0,0,0,1391,48876.58,453,5209.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로3가 1-1번지,41115,13600,0,0001,0001,10841167278,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 효원로 1 (매산로3가),경기도청,,,,1,411153176021,13603,0,1,,65900,18347.76,27.84,57207.19,53136.6,80.63,14000,업무시설,업무시설(공공),0,0,15,1,52.98,957,0,0,0,0,145,0,812,0,,,,,,,,,0,,0,0,,0,,0,20250916
경기도 수원시 팔달구 매산로3가 13번지,41115,13600,0,0013,0000,10841100214157,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 향교로 93 (매산로3가),매산초등학교,,,,3,411153176018,13605,0,93,,24965,4522.69,18.12,11133.04,11099.29,44.46,Z8000,교육연구및복지시설,교육연구및복지시설,0,0,4,1,48,47,0,0,0,0,0,0,47,0,,,,,,,,,0,,0,0,,0,,0,20230710
경기도 수원시 팔달구 매산로3가 16-27번지,41115,13600,0,0016,0027,10841167124,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 효원로 25 (매산로3가),,,,,0,411153176021,13603,0,25,0,0,320.52,0,1177.26,961.56,0,02000,공동주택,공동주택,18,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로3가 69-2번지,41115,13600,0,0069,0002,10841167114,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 매산로92번길 8 (매산로3가),,,,,0,411154861787,13601,0,8,,266,190.2,71.5,347.75,327.75,123.21,15000,숙박시설,"근린생활시설, 여관, 주택",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로3가 82-8번지,41115,13600,0,0082,0008,10841100347743,1,일반,1,총괄표제부,1,신대장,,,,,,0,,,0,0,0,209,120.25,57.54,274.09,184.99,88.51,01000,단독주택,,0,7,2,0,0,1,0,0,0,0,1,18.22,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로3가 95-9번지,41115,13600,0,0095,0009,10841167125,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 세류로75번길 35 (매산로3가),,,,,0,411154328157,13601,0,35,0,0,415.74,0,1543.38,1119.18,0,03000,제1종근린생활시설,제1종근린생활시설,17,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로3가 111-43번지,41115,13600,0,0111,0043,10841167122,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 세류로61번길 10-4 (매산로3가),,,,,0,411154325332,13602,0,10,4,195,73.67,37.78,73.67,73.67,37.78,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 매산로3가 126-6번지,41115,13600,0,0126,0006,10841167123,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 고화로14번길 15 (매산로3가),,,,,0,411154328067,13601,0,15,0,535.3,97,18.12,97,97,18.12,03000,제1종근린생활시설,"제1종근린생활시설, 제2종근린생활시설",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 3-5번지,41115,13700,0,0003,0005,10841100348600,2,집합,1,총괄표제부,1,신대장,,성원타운,,,,0,,,0,,,799.7,443.58,55.47,1379.14,1379.14,172.46,02000,공동주택,"공동주택, 근린생활시설",24,0,2,0,0,23,0,0,0,0,15,171,8,92,20151221,20151229,20160728,2015,3770030,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 4-1번지,41115,13700,0,0004,0001,10841100348420,2,집합,1,총괄표제부,1,신대장,,가온빌,,,,0,,,0,0,0,846.9,416.32,49.16,1394.53,1394.53,164.66,02000,공동주택,"공동주택, 제2종근린생활시설",24,0,2,0,0,24,0,0,0,0,14,157.4,10,115,20151119,20151123,20160720,2015,3770030,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 4-4번지,41115,13700,0,0004,0004,10841167257,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 고화로 95-1 (고등동),청암빌라,,,,0,411153176003,13703,0,95,1,439.5,202.88,46.16,974.37,772.77,175.83,02000,공동주택,공동주택,19,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 4-15번지,41115,13700,0,0004,0015,10841167258,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 동말로106번길 13 (고등동),은행빌라,,,,1,411154328126,13701,0,13,0,430.8,195.2,45.31,780.8,585.6,135.93,02000,공동주택,공동주택,16,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 4-19번지,41115,13700,0,0004,0019,10841167259,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 고화로 95 (고등동),청암빌라,,,,0,411153176003,13703,0,95,0,346.9,202.88,58.4837,974.37,772.77,222.7644,02000,공동주택,공동주택,19,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 4-22번지,41115,13700,0,0004,0022,10841100349517,2,집합,1,총괄표제부,1,신대장,,뉴환희빌,,,,0,,,0,0,0,820.5,404.48,49.3,1318.32,1318.32,160.67,02000,공동주택,공동주택,24,0,2,0,0,23,0,0,0,0,10,115,13,150.2,20151221,20160122,20160824,2015,3770030,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 19-1번지,41115,13700,0,0019,0001,10840101100251,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 고등로59번길 72 (고등동),수원여자고등학교,,,,3,411154328047,13701,0,72,,30262,5528.68,18.26,17284.92,17045.79,56.33,Z8000,교육연구및복지시설,교육연구및복지시설,0,0,21,0,0,68,0,0,0,0,0,0,68,782,,,,,,,,,0,,0,0,,0,,0,20230421
경기도 수원시 팔달구 고등동 30-1번지,41115,13700,0,0030,0001,10841100423733,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 고화로52번길 9-15 (고등동),화성리츠빌,,,,0,411154328075,13701,0,9,15,751.1,444.96,59.24,1319.76,1319.16,175.63,02000,공동주택,공동주택(도시형생활주택(단지형_다세대),24,0,2,0,0,24,0,0,0,0,24,265.2,0,0,,,20190208,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 36-20번지,41115,13700,0,0036,0020,10841167260,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 고등로 91 (고등동),,,,,0,411153176001,13701,0,91,,0,540.04,0,1080.08,1080.08,0,02000,공동주택,공동주택,16,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 42-106번지,41115,13700,0,0042,0106,10841167096,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 팔달산로 89-21 (고등동),원평스위트빌,,,,2,411153176016,13704,0,89,21,2824.9,1026.36,36.33,10236.32,3546.31,125.54,03000,제1종근린생활시설,"공동주택,연립주택/근린생활시설",18,0,2,0,0,75,0,0,0,0,47,1656.58,28,0,20010926,20020601,20040326,2001,,,1101,1101,8,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 42-141번지,41115,13700,0,0042,0141,10841100293427,2,집합,1,총괄표제부,1,신대장,,해맑음빌리지,,,,0,,,0,0,0,1006,416.29,41.38,1318.96,1318.96,131.11,02000,공동주택,공동주택(다세대주택),24,0,2,0,0,24,0,0,0,0,9,376.36,15,163.9,20130516,20130611,20131218,2013,3770030,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 49-18번지,41115,13700,0,0049,0018,10841167206,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 고화로61번길 22-78 (고등동),,,,,0,411154328076,13701,0,22,78,192.1,108.5,56.48,299.51,199.76,103.99,01000,단독주택,"주택, 제2종근린생활시설",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 61-77번지,41115,13700,0,0061,0077,10841100227752,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 효원로12번길 5 (고등동),,,,,0,411154328454,13701,0,5,0,464,167.85,36.17,332.73,281.25,60.61,01000,단독주택,"주택, 근린생활시설",0,0,2,1,1.21,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 61-155번지,41115,13700,0,0061,0155,10841100345880,2,집합,1,총괄표제부,1,신대장,,준 엘리시아,,,,0,,,0,,,1108,425.2,38.37,1318.06,1318.06,118.96,02000,공동주택,공동주택(도시형생활주택),24,0,2,0,0,23,0,0,0,0,0,0,23,260.9,20151016,20151027,20160609,2015,3770030,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 63-13번지,41115,13700,0,0063,0013,10841167208,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 고화로 32-1 (고등동),,,,,0,411153176003,13703,0,32,1,155,92.56,59.72,92.56,92.56,59.72,01000,단독주택,"주택, 소매점",0,0,2,2,6.25,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 70-23번지,41115,13700,0,0070,0023,10841100309921,1,일반,1,총괄표제부,1,신대장,,,,,,1,,,0,0,0,141,59.9,42.48,59.9,59.9,42.48,01000,단독주택,단독주택(다가구주택-2가구),0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 73-34번지,41115,13700,0,0073,0034,10841100225980,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 고화로25번길 19 (고등동),,,,,0,411154328070,13701,0,19,,0,112.25,0,200.9,151.31,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 97-13번지,41115,13700,0,0097,0013,10841167209,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 팔달로42번길 26 (고등동),,,,,0,411154328372,13701,0,26,0,278,153.69,55.28,205.26,193.36,69.55,01000,단독주택,주택,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 272-50번지,41115,13700,0,0272,0050,10841100458091,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 고등로 8 (고등동),수원고등 LH 2단지,,,,0,411153176001,13701,0,8,0,8200,2347.91,28.63,33174.89,22565.57,275.19,02000,공동주택,공동주택(아파트) 및 부대복리시설,500,0,3,13,11385.63,352,0,0,0,0,352,9985.08,0,0,20081127,20180530,20210115,,,,,,3,1+,95.1,0,4,54.55,,0,20220909
경기도 수원시 팔달구 고등동 300-4번지,41115,13700,0,0300,0004,10841100203293,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 갓매산로 80 (고등동),,,,,0,411153175001,13704,0,80,,338.8,192.27,56.75,211.58,192.27,56.75,03000,제1종근린생활시설,"근린생활시설, 주택",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 고등동 310번지,41115,13700,0,0310,0000,10841100458711,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 고등로 15 (고등동),수원역푸르지오자이,,,,0,411153176001,13701,0,15,0,201487.7,36473.98,18.11,571410.66,399083.23,198.16,02000,공동주택,공동주택(아파트),4086,0,48,24,169897.26,5193,0,0,0,0,5150,155599.74,17,212.5,20081127,20190117,20210129,,,,,,63,1,106.5,0,4,0,,0,20240313
경기도 수원시 팔달구 고등동 321번지,41115,13700,0,0321,0000,10841100482711,2,집합,1,총괄표제부,1,신대장,경기도 수원시 팔달구 고등로 13 (고등동),수원역푸르지오더스마트,,,,0,411153176001,13701,0,13,,14220.7,3627.0617,25.51,45058.9618,29812.9451,209.64,02000,공동주택,"공동주택(아파트), 근린생활시설",285,0,6,10,14659.9418,411,0,0,0,0,400,13452.6452,11,0,20190828,20200504,20220503,2019,3740403,공동주택과,2301,2301,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 5번지,41115,13800,0,0005,0000,10841100217145,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 수성로244번길 37-52 (화서동),수원제일중학교,,,,0,411154322141,13801,0,37,52,21557,4564.63,21.17,10368.05,10105.1,46.88,10000,교육연구시설,교육연구시설,0,0,7,1,54.75,52,0,0,0,0,0,0,52,598,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 7-10번지,41115,13800,0,0007,0010,10841167365,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 장안로7번길 49 (화서동),학교법인영복학원,,,,9,411154322287,13801,0,49,0,41906,5971.99,14.25,19647.66,19320.9,46.11,10000,교육연구시설,교육연구시설,0,0,6,1,11.4,0,0,0,0,0,0,0,94,1081,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 11-11번지,41115,13800,0,0011,0011,10841167233,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 장안로5번길 45 (화서동),화서 성원상떼빌,,,,0,411154322282,13801,0,45,,19257,4393.67,22.82,46061.84,45843.73,238.06,02000,공동주택,"공동주택(아파트), 생활편익시설",508,0,8,9,17112.79,1313,0,0,0,0,390,16077.82,134,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 11-41번지,41115,13800,0,0011,0041,10841167234,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 팔달로165번길 39 (화서동),벽산아파트,,,,0,411154328366,13801,0,39,,0,2207.99,0,26638.829,23787.98,0,02000,공동주택,"아파트, 근린생활시설",238,0,4,3,658.143,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 37-2번지,41115,13800,0,0037,0002,10841167235,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 팔달로183번길 25-8 (화서동),우창빌라,,,,0,411154328368,13801,0,25,8,0,264.3,0,986.89,725.55,0,02000,공동주택,다세대주택,19,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 41-4번지,41115,13800,0,0041,0004,10841167099,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 팔달로173번길 25-5 (화서동),동광원,,,,1,411154328367,13801,0,25,5,2993.7,979.28,32.71,1900.79,1755.35,58.63,11000,노유자시설,교육연구 및 복지시설,0,0,3,0,0,9,0,0,0,0,0,0,9,103.5,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 43-7번지,41115,13800,0,0043,0007,10841167191,1,일반,1,총괄표제부,1,신대장,경기도 수원시 팔달구 팔달로 168 (화서동),"도지사 공관, 경기도청 어린이집",,,,0,411153176014,13803,0,168,,9225,1746.8,18.94,2712.13,2346.06,25.431544,11000,노유자시설,"단독주택(공관), 노유자시설, 제2종근린생활시설",0,1,4,5,137.85,18,0,0,0,0,0,0,22,0,,20140715,20150226,2014,3770030,건축과,5100,5100,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 43-10번지,41115,13800,0,0043,0010,10841167236,2,집합,1,총괄표제부,0,구대장,경기도 수원시 팔달구 팔달로165번길 19 (화서동),삼성맨션,,,,0,411154328366,13801,0,19,0,443,262.46,59.25,1022.36,1022.36,230.78,02000,공동주택,공동(다세대)주택,12,0,2,0,0,10,0,0,0,0,10,255.59,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 43-14번지,41115,13800,0,0043,0014,10841167192,1,일반,1,총괄표제부,0,구대장,경기도 수원시 팔달구 팔달로165번길 18 (화서동),,,,,1,411154328366,13801,0,18,0,321.8,190.7,59.26,241.58,224.41,69.74,01000,단독주택,"단독주택, 근린생활시설",0,1,2,1,5.26,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 56-1번지,41115,13800,0,0056,0001,10841167237,2,집합,1,총괄표제부,0,구대장,,금호빌라,,,,0,,,0,,,367.5,171.3,46.41,657.12,492.84,134.11,02000,공동주택,다세대주택,16,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 56-6번지,41115,13800,0,0056,0006,10841100352962,2,집합,1,총괄표제부,1,신대장,,,,,,0,,,0,,,707,422.4,59.75,1316.93,1316.93,186.27,02000,공동주택,공동주택,29,0,2,0,0,18,0,0,0,0,18,208,0,0,20160106,20160108,20160913,2016,3770030,건축과,1101,1101,0,,0,0,,0,,0,20220909
경기도 수원시 팔달구 화서동 56-31번지,41115,13800,0,0056,0031,10841167238,2,집합,1,총괄표제부,0,구대장,,금호빌라,,,,0,,,0,,,325.8,182.4,55.99,656.64,492.48,151.16,02000,공동주택,다세대주택,16,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20220909
