apt_id,apt_name,lon,lat
청도_126.9691,청도,126.9691,37.2965
장미6차_126.9683,장미6차,126.9683,37.3043
반석_126.9682,반석,126.9682,37.3017
공작_126.9576,공작,126.9576,37.2708
경성1단지_127.0235,경성1단지,127.0235,37.2934
경성2단지_127.0244,경성2단지,127.0244,37.2931
대성_127.0008,대성,127.0008,37.2921
궁전_127.0163,궁전,127.0163,37.2465
문영_127.0236,문영,127.0236,37.2629
장미2_127.0118,장미2,127.0118,37.2568
청와아파트_127.0515,청와아파트,127.0515,37.2422
은하_127.003,은하,127.003,37.3062
송죽대성_127.007,송죽대성,127.007,37.3024
전원_127.0223,전원,127.0223,37.255
장안_127.0195,장안,127.0195,37.3007
연무동우_127.0258,연무동우,127.0258,37.2925
금성3차_127.0277,금성3차,127.0277,37.2556
성신_127.0397,성신,127.0397,37.2734
삼익세라믹_127.03,삼익세라믹,127.03,37.2868
삼우_127.0042,삼우,127.0042,37.3021
화남1차_126.9901,화남1차,126.9901,37.3095
전원_127.0149,전원,127.0149,37.2544
우만신미주_127.0331,우만신미주,127.0331,37.286
신원연립_127.0104,신원연립,127.0104,37.2515
화서수정_127.0021,화서수정,127.0021,37.2782
노송_126.9908,노송,126.9908,37.309
수양_127.0452,수양,127.0452,37.2781
삼호빌라_127.001,삼호빌라,127.001,37.3055
유천프라자_가동_127.0284,유천프라자 가동,127.0284,37.2979
세흥_127.0537,세흥,127.0537,37.2424
유천프라자_나동_127.0291,유천프라자 나동,127.0291,37.2979
롯데송림빌라_127.0355,롯데송림빌라,127.0355,37.2784
장미연립_127.0497,장미연립,127.0497,37.2699
기산_127.0072,기산,127.0072,37.2943
파장현대_127.0005,파장현대,127.0005,37.3079
영화태영_127.008,영화태영,127.008,37.289
효원연립_127.0446,효원연립,127.0446,37.2638
삼호연립_127.0441,삼호연립,127.0441,37.2643
동산_127.0254,동산,127.0254,37.2558
선경아트빌_127.005,선경아트빌,127.005,37.3017
선우장미연립_127.0429,선우장미연립,127.0429,37.2718
인계_선경2차_127.0377,인계 선경2차,127.0377,37.2755
연무목화_127.03,연무목화,127.03,37.2968
백자_127.0542,백자,127.0542,37.2668
무진_126.9975,무진,126.9975,37.3065
연무익주_127.0276,연무익주,127.0276,37.2927
대동하이츠타운_127.0499,대동하이츠타운,127.0499,37.2687
영광_127.004,영광,127.004,37.308
인계신미주_127.0378,인계신미주,127.0378,37.2725
연무청호_127.0324,연무청호,127.0324,37.2941
효자마을_삼호_127.0251,효자마을 삼호,127.0251,37.2801
장안_127.027,장안,127.027,37.2736
파장동진_126.9934,파장동진,126.9934,37.3114
화성_127.0132,화성,127.0132,37.2994
우만한효_127.0307,우만한효,127.0307,37.2832
정자동남_126.9932,정자동남,126.9932,37.3048
파장익주_126.9964,파장익주,126.9964,37.3104
신우_126.9971,신우,126.9971,37.2812
보훈복지타운_127.0229,보훈복지타운,127.0229,37.2995
영화벽산_127.0176,영화벽산,127.0176,37.2933
성영_127.0142,성영,127.0142,37.2512
탑월드_126.9774,탑월드,126.9774,37.2754
재왕아파트_127.0431,재왕아파트,127.0431,37.2722
익주_127.004,익주,127.004,37.2823
노블레스아파트_126.9997,노블레스아파트,126.9997,37.2923
연향_127.0171,연향,127.0171,37.2699
인계베스트빌_127.0263,인계베스트빌,127.0263,37.2709
민영_루이스_126.9959,민영 루이스,126.9959,37.2815
맥스빌_127.009,맥스빌,127.009,37.3076
스페이스향_126.9671,스페이스향,126.9671,37.3076
극동아파트_127.05,극동아파트,127.05,37.2421
아이파크_126.9913,아이파크,126.9913,37.3114
래미안클래식_126.9983,래미안클래식,126.9983,37.2888
세양청마루_126.9782,세양청마루,126.9782,37.2726
매탄희성연인_127.0485,매탄희성연인,127.0485,37.2723
희성연인_126.9843,희성연인,126.9843,37.2715
정자1차)희성연인_126.9995,정자1차)희성연인,126.9995,37.2903
망포_휴먼빌_127.0464,망포 휴먼빌,127.0464,37.2375
아이엘오페라하우스_126.9694,아이엘오페라하우스,126.9694,37.2757
동도센트리움_127.0361,동도센트리움,127.0361,37.2841
신부_눈이부신뷰_127.0065,신부 눈이부신뷰,127.0065,37.2925
형우럭스빌_127.0127,형우럭스빌,127.0127,37.3009
참누리울트라(1단지)_126.9793,참누리울트라(1단지),126.9793,37.2755
참누리울트라(2단지)_126.9793,참누리울트라(2단지),126.9793,37.275
희성연인(2차)_127.0048,희성연인(2차),127.0048,37.2933
송죽)희성연인_127.0004,송죽)희성연인,127.0004,37.3042
율전_스타힐스1단지_126.966,율전 스타힐스1단지,126.966,37.3054
율전_스타힐스2단지_126.9673,율전 스타힐스2단지,126.9673,37.3049
인계희성연인_127.0281,인계희성연인,127.0281,37.277
대광로제비앙_127.0418,대광로제비앙,127.0418,37.3069
소망주택_127.0079,소망주택,127.0079,37.3011
광교시티아이_127.0415,광교시티아이,127.0415,37.3017
상훈휴팰리스_127.0129,상훈휴팰리스,127.0129,37.2968
영통동_도시형생활주택_127.0604,영통동 도시형생활주택,127.0604,37.2445
아미힐_127.0369,아미힐,127.0369,37.2729
수원영통_행복주택_127.0479,수원영통 행복주택,127.0479,37.2339
뜨레모아아파트_127.0103,뜨레모아아파트,127.0103,37.2956
더스테이_세류_127.015,더스테이 세류,127.015,37.2564
북수원하우스토리_126.9993,북수원하우스토리,126.9993,37.3084
LH수원당수2단지_126.9438,LH수원당수2단지,126.9438,37.2805
LH수원당수1단지_126.9459,LH수원당수1단지,126.9459,37.2845
북수원자이렉스비아_126.9899,북수원자이렉스비아,126.9899,37.3052
서수원한라비발디3단지_126.9407,서수원한라비발디3단지,126.9407,37.2877
수원당수라포리엘4단지_126.9433,수원당수라포리엘4단지,126.9433,37.2877
수원센트럴아이파크자이_127.0226,수원센트럴아이파크자이,127.0226,37.2716
